line_no,en,vi,tr,es
83,"Margo Roth Spiegelman, who drank a cup of herbal tea with the Mallionaires backstage after a concert in St. Louis while they drank whiskey.","Margo Roth Spiegelman, cô gái đã uống một tách trà thảo mộc cùng ban nhạc The Mallionaires trong hậu trường sau một buổi biểu diễn ở St. Louis, còn họ uống rượu whiskey.","St. Louis’deki bir konserden sonra, onlar viski içerken The Mallionaires’le kuliste bir fincan bitki çayı içen Margo Roth Spiegelman.","Margo Roth Spiegelman, que se había tomado un té de hierbas detrás del escenario de los Mallionaires después de un concierto en Saint Louis, mientras ellos bebían whisky."
84,"Margo Roth Spiegelman, who got into that concert by telling the bouncer she was the bassist’s girlfriend, and didn’t they recognize her, and come on guys seriously, my name is Margo Roth Spiegelman and if you go back there and ask the bassist to take one look at me, he will tell you that I either am his girlfriend or he wishes I was, and then the bouncer did so, and then the bassist said “yeah that’s my girlfriend let her in the show,” and then later the bassist wanted to hook up with her and she rejected the bassist from the Mallionaires.","Margo Roth Spiegelman, cô gái đã vào được buổi biểu diễn đó bằng cách nói với người soát vé rằng cô là bạn gái của tay guitar bass. Họ không nhận ra cô ư? Thôi nào ông anh, nói nghiêm túc nhé, tôi là Margo Roth Spiegelman, bây giờ nếu ông anh vào trong bảo anh chàng chơi guitar bass hãy nhìn tôi một cái, thì anh chàng sẽ bảo ngay với ông anh rằng tôi là bạn gái anh ta, hoặc anh ta muốn có tôi là bạn gái. Người soát vé làm như vậy thật, và tay bass đã nói “đúng bạn gái tôi đấy, để cô ấy vào đi.” Sau đó anh chàng muốn đi lại nghiêm chỉnh với Margo, và cô ấy đã từ chối tay guitar bass của The Mallionaires.","Bu konsere, kapıdaki korumaya basçının kız arkadaşı olduğunu söyleyerek giren Margo Roth Spiegelman. “Beni tanımadınız mı? Haydi çocuklar, cidden ama adım Margo Roth Spiegelman, eğer oraya gidip basçıdan bana bir göz atmasını isterseniz, size ya kız arkadaşı olduğumu ya da öyle olmasını istediğini söyleyecektir.” Koruma tam olarak bunu yapınca basçı, “Evet, kız arkadaşım, gösteriye girmesine izin verin,” demiş, daha sonra Margo’ya asılmak istemiş ve Margo The Mallionaires’in basçısını reddetmiş.","Margo Roth Spiegelman, que se había colado en aquel concierto diciéndole al segurata que era la novia del bajista, ¿no la reconocían?, vamos, chicos, en serio, soy Margo Roth Spiegelman, y si vais a pedirle al bajista que venga a ver quién soy, os dirá o que soy su novia, o que ojalá lo fuera, y entonces el segurata fue a preguntárselo, y el bajista dijo: «Sí, es mi novia, déjala entrar», y luego el bajista quiso enrollarse con ella, pero ella ¡rechazó al bajista de los Mallionaires!"
85,"The stories, when they were shared, inevitably ended with, I mean, can you believe it?","Những chuyện ấy, khi được kể đi kể lại, luôn kết thúc bằng câu Thế đấy, có tin được không ta?","Hikâyeler başkalarıyla paylaşıldığında, kaçınılmaz olarak Yani, buna inanabiliyor musun? cümlesiyle bitiyordu.","Cuando comentábamos sus historias, siempre acabábamos diciendo: «Vaya, ¿te lo imaginas?»."
86,"We often could not, but they always proved true.","Thường là không thể tin nổi, nhưng đó luôn là những chuyện có thật.",Genellikle inanamazdık ama daima doğrulukları kanıtlanırdı.,"En general, no podíamos imaginárnoslas, pero siempre resultaban ser ciertas."
87,And then we were at our lockers.,Bọn tôi đến chỗ ngăn tủ cá nhân của mình.,Sonra dolaplarımızın yanındaydık.,Y llegamos a nuestras taquillas.
88,"Radar was leaning against Ben’s locker, typing into a handheld device.","Radar đang dựa lưng vào ngăn của Ben, tay bấm bấm máy tính cầm tay.","Radar, Ben’in dolabma yaslanmış, elde kullanılan bir alete bir şeyler yazıyordu.","Radar estaba apoyado en la de Ben, tecleando en su ordenador de bolsillo."
89,"“So you’re going to prom,” I said to him.","“Vậy là ông sẽ đến dạ hội tốt nghiệp,” tôi nói với nó.","Radar’a, ‘Yani baloya gidiyorsun,” dedim.",—Así que vas a ir al baile —le dije.
90,"He looked up, and then looked back down.",Radar ngước lên rồi lập tức cúi xuống.,"Yukan doğru baktı, sonra tekrar aşağı.",Levantó la mirada y volvió a bajarla.
91,“I’m de-vandalizing the Omnictionary article about a former prime minister of France.,"“Tôi đang chấn chỉnh một bài viết trong Toàn Thư Đủ Thứ về cựu Thủ Tướng Pháp. Đêm qua thằng xỏ lá nào đó đã xóa toàn bộ bài và chèn vào câu Jacques Chirac đang bị đồng tính, một điều không chính xác cả về thực tế lẫn ngữ pháp.”",“Eski Fransız başbakanıyla ilgili bir Omnictionary2 makalesine yapılan vandallığı düzeltiyorum.,—Estoy destrozando el artículo del Omnictionary sobre un exprimer ministro francés.
92,"Last night someone deleted the entire entry and then replaced it with the sentence ‘Jacques Chirac is a gay,’ which as it happens is incorrect both factually and grammatically.”","“Tôi đang chấn chỉnh một bài viết trong Toàn Thư Đủ Thứ về cựu Thủ Tướng Pháp. Đêm qua thằng xỏ lá nào đó đã xóa toàn bộ bài và chèn vào câu Jacques Chirac đang bị đồng tính, một điều không chính xác cả về thực tế lẫn ngữ pháp.”",Dün gece biri bütün maddeyi silmiş ve ‘Jacques Chirac eşcinsel’ cümlesiyle değiştirmiş ki bu aslında hem gerçekler hem de dilbilgisi açısından yanlış.”,"Anoche alguien borró toda la entrada y escribió «Jacques Chirac es un gay», que resulta que es incorrecto tanto semántica como gramaticalmente."
93,Radar is a big-time editor of this online user-created reference source called Omnictionary.,"Radar là biên tập viên cự phách của một trang thông tin tham khảo trực tuyến do cộng đồng mạng sáng lập, tên đầy đủ là Toàn Thư Đủ Thứ. Cả đời nó tận tâm cống hiến để duy trì và phát triển kho Toàn Thư này.","Radar, kullanıcılar tarafından yaratılmış, Omnictionary adındaki bu internet referans kaynağının editörlerinden biri.","Radar es un activo editor del Omnictionary, una enciclopedia online que crean los usuarios."
94,His whole life is devoted to the maintenance and well-being of Omnictionary.,"Radar là biên tập viên cự phách của một trang thông tin tham khảo trực tuyến do cộng đồng mạng sáng lập, tên đầy đủ là Toàn Thư Đủ Thứ. Cả đời nó tận tâm cống hiến để duy trì và phát triển kho Toàn Thư này.",Bütün hayatı Omnictionary’nin bakımına ve esenliğine adanmıştı.,Dedica su vida entera a mantener y cuidar el Omnictionary.
95,This was but one of several reasons why his having a prom date was somewhat surprising.,Đây là một trong những lí do tại sao việc nó hẹn hò đi dạ hội lại là chuyện đáng ngạc nhiên đến vậy.,Baloya biriyle gitmesinin bu kadar hayret verici olmasının muhtelif nedenlerinden biri de buydu.,Y esa era una de las diversas razones por las que nos sorprendía que hubiera invitado a una chica al baile de graduación.
96,"“So you’re going to prom,” I repeated.","“Vậy là ông sẽ đến dạ hội tốt nghiệp nhỉ,” tôi nhắc lại.","‘Yani baloya gidiyorsun,” diye tekrarladım.",—Así que vas a ir al baile —repetí.
98,It was a well-known fact that I was opposed to prom.,Thằng nào cũng biết là tôi ớn vụ dạ hội.,"Baloya karşı olduğum, herkes taralından bilinen bir gerçekti.",Todo el mundo sabía que yo me negaba a ir al baile.
99,"Absolutely nothing about any of it appealed to me—not slow dancing, not fast dancing, not the dresses, and definitely not the rented tuxedo.","Hoàn toàn và tuyệt đối không có gì về cái dạ hội ấy hấp dẫn được tôi–nhảy điệu slow ư, nhảy nhạc bốc ư, váy vóc xúng xính ư, bộ vét đuôi tôm đi thuê ư, không gì sất.","Baloyla ilgili hiçbir şey bana kesinlikle cazip gelmiyordu... ne yavaş dans etmek, ne hızlı dans etmek, ne elbiseler ne de kiralık smokin.","No me llamaba lo más mínimo la atención: ni bailar lentos, ni bailar rápidos, ni los trajes, y todavía menos el esmoquin alquilado."
100,"Renting a tuxedo seemed to me an excellent way to contract some hideous disease from its previous tenant, and I did not aspire to become the world’s only virgin with pubic lice.","Đi thuê vét đuôi tôm đối với tôi là cách hoàn hảo để bị lây nhiễm một thứ bệnh kinh khủng nào đó từ người từng mặc bộ quần áo ấy, và tôi không ham là chàng trai trong trắng duy nhất trên thế gian này chăn trên mình cả một bầy rận mu.","Smokin kiralamak, bana önceki kiracısından gelen korkunç bir hastahğa yakalanmanın kusursuz bir yolu gibi görünüyordu ve dünyanın tek kasık biti taşıyan bakiri olmaya hevesli değildim.","Alquilar un esmoquin me parecía una excelente manera de pillar cualquier espantosa enfermedad del anterior arrendatario, y no era mi intención convertirme en el único virgen del mundo con ladillas."
101,"“Bro,” Ben said to Radar, “the freshhoneys know about the Bloody Ben story.”","“Này ông,” Ben nói với Radar, “các em thỏ non bé bỏng đã biết hết chuyện Ben Bỉ Bựa rồi.” Rút cục Radar chịu cất cái máy cầm tay đi, gật gật đầy thông cảm và thấu hiểu.","“Dostum,” dedi Ben, Radar’a, “çıtırlar, Kanlı Ben hikâyesini biliyorlar.”","—Colega —dijo Ben a Radar—, las novatas se han enterado de la historia de Ben el Sangriento."
102,Radar put the handheld away finally and nodded sympathetically.,"“Này ông,” Ben nói với Radar, “các em thỏ non bé bỏng đã biết hết chuyện Ben Bỉ Bựa rồi.” Rút cục Radar chịu cất cái máy cầm tay đi, gật gật đầy thông cảm và thấu hiểu.",Radar elindeki aleti sonunda bir kenara koydu ve anlayışlı bir şekilde başını salladı.,—Radar se guardó por fin el ordenador y cabeceó con expresión compasiva—.
103,"“So anyway,” Ben continued, “my two remaining strategies are either to purchase a prom date on the Internet or fly to Missouri and kidnap some nice corn-fed little honeybunny.”","“Dù sao,” Ben tiếp tục, “hai chiến thuật còn lại của tôi là vào Internet rao quảng cáo cần tìm người đi dạ hội cùng, hoặc bay đến Missouri bắt cóc một nàng thỏ ngon ngon, ngoan ngoan, ngu ngu nào đó về vậy.”","Ben, “Her neyse,” diye devam etti, “kalan iki stratejim ya internetten bir balo partneri ayarlamak ya da Missouri’ye uçup mısırla beslenmiş hoş, küçük bir tavşancığı kaçırmak.”",Así que las dos únicas estrategias que me quedan son buscar a una pareja para el baile en internet o volar a Missouri y raptar a alguna pava alimentada a base de maíz.
104,"I’d tried telling Ben that “honeybunny” sounded more sexist and lame than retro-cool, but he refused to abandon the practice.","Tôi từng cố nói với Ben rằng “nàng thỏ non” nghe có vẻ phân biệt giới và yếu đuối quá, không có chút cá tính nào cả, nhưng nó vẫn không chịu thay đổi thói quen.",Ben’e “tavşancık” kelimesinin kulağa “retro”dan daha cinsiyetçi ve daha zavallı geldiğini söylemeye çalışmıştım ama bu huyundan vazgeçmedi.,"Yo había intentado explicarle a Ben que «pava» sonaba bastante más sexista y patético que «retroguay», pero se negaba a dejar de decirlo."
105,He called his own mother a honeybunny.,Cả mẹ nó cũng bị nó gọi là thỏ.,Kendi annesine bile tavşancık derdi.,Llamaba pava a su propia madre.
106,There was no fixing him.,Thật đúng là hết thuốc chữa với thằng này.,Ben’i düzeltmenin yolu yoktu.,No tenía arreglo.
107,"“I’ll ask Angela if she knows anybody,” Radar said.","“Tôi sẽ hỏi Angela xem có biết ai không,” Radar nói.","Radar, “Birini tanıyor mu diye Angela’ya sorarım,” dedi.",—Le preguntaré a Angela si sabe de alguien —dijo Radar—.
108,“Although getting you a date to prom will be harder than turning lead into gold.”,“Cơ mà cua được một em chịu đi dạ hội với ông còn khó hơn cả chuyện luyện chì thành vàng.,"“Gerçi sana bir balo partneri ayarlamak, kurşunu altına dönüştürmekten daha zor olacak.",Aunque conseguirte pareja para el baile será más duro que convertir el plomo en oro.
