line_no,en,vi,tr,es
65,“And even the miserable lives we lead are not allowed to reach their natural span.,Nhưng dù khốn nạn như thế chúng ta cũng có được sống trọn tuổi trời đâu.,"""Kaldı ki, yaşadığımız şu sefil hayatın doğal sonuna varmasına bile izin vermezler.",»Ni siquiera nos permiten alcanzar el término natural de nuestras míseras vidas.
66,"For myself I do not grumble, for I am one of the lucky ones.","Riêng tôi thì chẳng có gì phải phàn nàn, vì thực ra tôi đã gặp may.","Ben gene talihli sayılırım, onun için pek o kadar yakınmıyorum.","Por mí no me quejo, porque he sido uno de los afortunados."
67,I am twelve years old and have had over four hundred children.,"Năm nay tôi đã mười hai tuổi rồi, tôi có hơn bốn trăm đứa con.","On iki yaşındayım, dört yüzden fazla çocuğum oldu.",Tengo doce años y he tenido más de cuatrocientas criaturas.
68,Such is the natural life of a pig.,Trời đất sinh ra giống lợn là như thế.,Bir domuz için çok doğal.,Tal es el destino natural de un cerdo.
69,But no animal escapes the cruel knife in the end.,Nhưng cuối cùng thì cũng chẳng có con vật nào thoát khỏi lưỡi dao oan nghiệt.,Ama hiçbir hayvan sonunda o gaddar bıçaktan kaçamaz.,Pero al final ningún animal se libra del cruel cuchillo.
70,"You young porkers who are sitting in front of me, every one of you will scream your lives out at the block within a year.","Tất cả các bạn lợn thịt đang ngồi trước mặt tôi đây, trong vòng một năm nữa tất cả các bạn sẽ phải từ giã cõi đời trên tấm phản mổ.","Siz, karşımda oturan genç domuzlar; bir yıla kalmaz, bıçağın altında ciyaklaya ciyaklaya can verirsiniz.","Vosotros, jóvenes cerdos que estáis sentados frente a mí, cada uno de vosotros va a gemir por su vida dentro de un año."
71,"To that horror we all must come — cows, pigs, hens, sheep, everyone.","Tất cả chúng ta, bò, lợn, gà, cừu, không ai trong chúng ta tránh khỏi cái kết cục khủng khiếp đó.","İnekler, domuzlar, tavuklar, koyunlar; bu korkunç son hepimizi bekliyor, hepimizi.","A ese horror llegaremos todos: vacas, cerdos, gallinas, ovejas; todos."
72,Even the horses and the dogs have no better fate.,Số phận của loài ngựa và loài chó cũng chẳng tốt đẹp hơn.,Atların ve köpeklerin yazgısı da bizimkinden farklı sayılmaz.,Ni siquiera los caballos y los perros tienen mejor destino.
73,"You, Boxer, the very day that those great muscles of yours lose their power, Jones will sell you to the knacker, who will cut your throat and boil you down for the foxhounds.","Đồng chí Chiến Sĩ nữa, ngay khi cơ bắp của đồng chí vừa yếu đi thì lão Jones sẽ bán đồng chí cho lão mổ ngựa, hắn sẽ cắt cổ đồng chí rồi hầm dừ cho lũ chó săn ăn.","Sen, Boxer, şu koca kasların gücünü yitirmeyegörsün, Jones o saat, sakat ve kocamış atları alan kasaba satar seni. Kasap da gırtlağını keser, kazanda kaynatıp av köpeklerine mama yapar.","Tú, Boxer, el mismo día que tus grandes músculos pierdan su fuerza, Jones te venderá al descuartizador, quien te cortará el pescuezo y te cocerá para los perros de caza."
74,"As for the dogs, when they grow old and toothless, Jones ties a brick round their necks and drowns them in the nearest pond.","Những con chó già, rụng răng sẽ bị lão Jones buộc một viên gạch vào cổ và quăng xuống hồ.","Köpeklere gelince; yaşlanıp dişleri dökülmeyegörsün, Jones boyunlarına bir taş bağlar, en yakın göle atar.","En cuanto a los perros, cuando están viejos y sin dientes, Jones les ata un ladrillo al pescuezo y los ahoga en el estanque más cercano."
75,"“Is it not crystal clear, then, comrades, that all the evils of this life of ours spring from the tyranny of human beings?","Thưa các đồng chí, chả lẽ các đồng chí không thấy rằng tất cả mọi khổ đau trong cuộc đời này của chúng ta chính là do con người mà ra hay sao?","""Öyleyse, yoldaşlar, bu hayatta başımıza gelen tüm kötülüklerin insanların zorbalığından kaynaklandığı gün gibi açık değil mi?","»¿No resulta entonces de una claridad meridiana, camaradas, que todos los males de nuestras vidas provienen de la tiranía de los seres humanos?"
76,"Only get rid of Man, and the produce of our labour would be our own.",Nếu chúng ta loại bỏ được Con Người thì mọi thành quả lao động của chúng ta sẽ thuộc về chúng ta.,"Şu İnsanoğlu'ndan kurtulalım, emeğimizin ürünü bizim olsun.",Eliminad tan sólo al Hombre y el producto de nuestro trabajo nos pertenecerá.
77,Almost overnight we could become rich and free.,Nếu làm được thế thì chỉ sau một đêm chúng ta sẽ trở nên giàu có và tự do.,İşte o zaman zengin ve özgür olacağız.,"Casi de la noche a la mañana, nos volveríamos ricos y libres."
79,"Why, work night and day, body and soul, for the overthrow of the human race!","Thế thì chúng ta phải làm gì? Làm việc, không kể ngày đêm, cả bằng sức mạnh và tài năng để lật đổ ách thống trị của loài người!","Gece gündüz, var gücümüzle insan soyunu alt etmeye çalışmalı!","¡Trabajar noche y día, con cuerpo y alma, para derrocar a la raza humana!"
81,"I do not know when that Rebellion will come, it might be in a week or in a hundred years, but I know, as surely as I see this straw beneath my feet, that sooner or later justice will be done.","Tôi không biết khi nào thì cuộc Khởi Nghĩa sẽ xảy ra, có thể trong tuần tới, cũng có thể là một trăm năm nữa, nhưng tôi biết rõ, như tôi đang nhìn thấy những cọng rơm bên dưới chân tôi đây rằng sớm muộn gì rồi công bằng cũng sẽ được thiết lập.","İşte, söylüyorum yoldaşlar: Ayaklanın! Bu Ayaklanma ne zaman gerçekleşir bilemem, bir haftaya kadar da olabilir, yüz yıla kadar da; ama şu ayaklarımın altındaki samanı gördüğüm gibi görüyorum: Hak er geç yerini bulacaktır.","Yo no sé cuándo vendrá esa rebelión; quizá dentro de una semana o dentro de cien años; pero sí sé, tan seguro como veo esta paja bajo mis patas, que tarde o temprano se hará justicia."
82,"Fix your eyes on that, comrades, throughout the short remainder of your lives!",Các đồng chí hãy nghĩ đến điều đó trong suốt cuộc đời còn lại ngắn ngủi của mình!,"Yoldaşlar, şu kısa ömrünüzde bunu aklınızdan çıkarmayın!","¡Fijad la vista en eso, camaradas, durante los pocos años que os quedan de vida!"
83,"And above all, pass on this message of mine to those who come after you, so that future generations shall carry on the struggle until it is victorious.","Ngoài ra, hãy chuyển thông điệp của tôi đến các thế hệ tương lai, để các thế hệ đó tiếp tục cuộc đấu tranh cho đến thắng lợi cuối cùng.","Ve en önemlisi, bu öğüdümü sizden sonra gelenlere iletin ki, gelecek kuşaklar zafere kadar savaşsın.","Y, sobre todo, transmitid mi mensaje a los que vengan después, para que las futuras generaciones puedan proseguir la lucha hasta alcanzar la victoria."
84,"“And remember, comrades, your resolution must never falter.",Các đồng chí hãy kiên định.,"""Ve yoldaşlar, kararlılığınız asla, ama asla sarsılmasın.","»Y recordad, camaradas: vuestra voluntad jamás deberá vacilar."
85,No argument must lead you astray.,Không được dao động.,Hiçbir tartışma sizi yolunuzdan saptırmasın.,Ningún argumento os debe desviar.
86,"Never listen when they tell you that Man and the animals have a common interest, that the prosperity of the one is the prosperity of the others.","Đừng có nghe theo lời tuyên truyền rằng Con Người và các loài vật cùng có chung quyền lợi, rằng sự thịnh vượng của loài này cũng là sự thịnh vượng của loài kia.","İnsan ile hayvanların ortak bir çıkarı vardır, birinin dirliği öbürlerinin de dirliğidir, diyenler çıkabilir. Onlara sakın kulak asmayın.","Nunca hagáis caso cuando os digan que el Hombre y los animales tienen intereses comunes, que la prosperidad de uno es también la de los otros."
87,It is all lies.,Bịp bợm hết.,Hepsi yalan.,Son mentiras.
88,Man serves the interests of no creature except himself.,"Con Người không quan tâm đến quyền lợi của ai, nó chỉ quan tâm đến chính nó mà thôi.","İnsanoğlu, kendinden başka hiçbir yaratığın çıkarını gözetmez.",El Hombre no sirve los intereses de ningún ser exceptuando los suyos propios.
89,"And among us animals let there be perfect unity, perfect comradeship in the struggle.","Các loài vật chúng ta phải đoàn kết nhất trí, phải có tinh thần đồng chí trong cuộc đấu tranh này.","Bu savaşımımızda hayvanlar arasında tam bir birlik kurun, kusursuz bir yoldaşlık sağlayın.","Y entre nosotros los animales, que haya perfecta unidad, perfecta camaradería en la lucha."
90,All men are enemies.,Tất cả loài người đều là kẻ thù.,Bütün insanlar düşmandır!,Todos los hombres son enemigos.
91,All animals are comrades.”,"Tất cả các con vật đều là đồng chí.""",Bütün hayvanlar yoldaştır!,Todos los animales son camaradas.
92,At this moment there was a tremendous uproar.,Đúng lúc đó thì tiếng ồn ào nổi lên.,Tam o sırada müthiş bir gürültü koptu.,En ese momento se produjo una tremenda conmoción.
93,"While Major was speaking four large rats had crept out of their holes and were sitting on their hindquarters, listening to him.",Chả là trong khi Thủ Lĩnh đang nói thì có bốn con chuột cống bò ra khỏi hang và cũng đến nghe.,"Koca Reis konuşurken, deliklerinden dışarı süzülen dört iri sıçan, arka ayaklarının üzerine oturmuş, onu dinlemeye koyulmuşlardı.","Mientras Mayor estaba hablando, cuatro grandes ratas habían salido de sus escondrijos y se habían sentado sobre sus cuartos traseros, escuchándolo."
94,"The dogs had suddenly caught sight of them, and it was only by a swift dash for their holes that the rats saved their lives.","Mấy con chó đã trông thấy và may là lũ chuột kịp chạy vào hang, không thì đã mất mạng rồi.","Köpekler, onları görür görmez saldırıya geçmişler; sıçanlar çarçabuk deliklerine kaçarak canlarını zor kurtarmışlardı.",Los perros las divisaron repentinamente y sólo merced a una acelerada carrera hasta sus reductos lograron las ratas salvar sus vidas.
95,Major raised his trotter for silence.,Thủ Lĩnh phải giơ chân lên đề nghị im lặng.,"Reis, ön ayağını kaldırarak herkesi susturdu:",Mayor levantó su pata para imponer silencio.
96,"“Comrades,” he said, “here is a point that must be settled.","""Thưa các đồng chí"", nó nói, ""có một vấn đề cần phải giải quyết.","""Yoldaşlar. Çözmemiz gereken bir sorun var.","—Camaradas —dijo—, aquí hay un punto que debe ser aclarado."
97,"The wild creatures, such as rats and rabbits — are they our friends or our enemies?","Những con thú hoang như chuột cống và thỏ, chúng là bạn hay là kẻ thù của chúng ta? Đề nghị biểu quyết.","Sıçanlar ve tavşanlar gibi yabanıl hayvanlar, dostumuz mu, düşmanımız mı?","Los animales salvajes, como los ratones y los conejos, ¿son nuestros amigos o nuestros enemigos?"
