line_no,en,vi,tr,es
76,"My wife is very good at it—much better, in fact, than I am.",Vợ tôi rất giỏi chuyện đó — thực ra là giỏi hơn tôi nhiều.,"Karım pek ustadır bunda, benden çok daha usta, doğrusunu istersen.","Mi mujer lo hace muy bien; mucho mejor que yo, de hecho."
77,"She never gets confused over her dates, and I always do.","Cô ấy chẳng bao giờ nhầm ngày tháng, còn tôi thì thường xuyên bị vậy.","Tarihleri o hiç şaşırmaz, bense hep şaşırırım.",Nunca se equivoca en cuestión de fechas y yo lo hago siempre.
78,"But when she does find me out, she makes no row at all.","Nhưng những khi cô ấy vạch trần tôi, cô ấy cũng không hề gây sự.",Ama karım yalanımı yakaladığı zaman da hiç kavga çıkarmaz.,"Pero cuando me descubre, no se enfada."
79,I sometimes wish she would; but she merely laughs at me.”,Đôi khi tôi mong cô ấy sẽ làm thế; nhưng cô ấy chỉ cười tôi thôi.”,"Kimi zaman keşke çıkarsa derim, o yalnızca gülüp geçer.","A veces me gustaría que lo hiciera, pero se limita a reírse de mí."
80,"“I hate the way you talk about your married life, Harry,” said Basil Hallward, strolling towards the door that led into the garden.","“Tôi ghét cái lối anh kể về cuộc sống gia đình mình, Harry à,” Basil Hallward nói, lững thững đi về phía cái cửa dẫn vào vườn.","Basil Hallward bahçeye açılan kapıya doğru ağır adımlarla yürüyerek, “Evliliğini anlatış tarzından nefret ediyorum, Harry,” dedi.","—No me gusta nada cómo hablas de tu vida de casado, Harry —dijo Basil Hallward, dirigiéndose hacia la puerta que llevaba al jardín—."
81,"“I believe that you are really a very good husband, but that you are thoroughly ashamed of your own virtues.","“Tôi tin rằng anh thật sự là một người chồng rất tốt, nhưng anh rất ngượng với các đức tính của chính mình.","“Şuna inanıyorum ki sen gerçekte çok iyi bir eşsin, ama kendi erdemlerinden utanıyorsun.","Creo que eres en realidad un marido excelente, pero que te avergüenzas de tus virtudes."
82,You are an extraordinary fellow.,Anh là một kẻ cực kỳ đặc biệt.,"Benzersiz bir herifsin, doğrusu.",Eres una persona extraordinaria.
83,"You never say a moral thing, and you never do a wrong thing.","Anh chẳng bao giờ nói được một điều gì có đạo đức, và anh chẳng bao giờ làm nổi một điều gì sai trái.","Ahlaka uygun tek şey söylemez, ahlakdışı tek şey yapmazsın.",Nunca das lecciones de moralidad y nunca haces nada malo.
84,Your cynicism is simply a pose.”,Tính hay giễu cợt của anh đơn giản là để làm màu.”,Takındığın sinik tutum yapmacıklıktan başka bir şey değil.,Tu cinismo no es más que afectación.
85,"“Being natural is simply a pose, and the most irritating pose I know,” cried Lord Henry, laughing; and the two young men went out into the garden together and ensconced themselves on a long bamboo seat that stood in the shade of a tall laurel bush.","“Sống thuận tự nhiên cũng chỉ để làm màu thôi, và là kiểu làm màu khó chịu nhất mà tôi từng biết,” huân tước Henry la lớn, bật cười; và hai người đàn ông trẻ trung ấy cùng đi vào vườn, rồi yên vị trên chiếc ghế tre dài đặt dưới bóng mát bụi nguyệt quế cao.","Lord Henry, “Doğal olmak da yapmacıklıktan başka bir şey değildir, hem de yapmacıklıkların en sinir bozucusu, bence,” diyerek güldü. İki genç erkek birlikte bahçeye çıktılar, yüksek bir taflanın gölgesindeki uzun bambu sıraya oturdular.","—La naturalidad también es afectación, y la más irritante que conozco —exclamó lord Henry, echándose a reír. Los dos jóvenes salieron juntos al jardín, acomodándose en un amplio banco de bambú colocado a la sombra de un laurel."
86,The sunlight slipped over the polished leaves.,Ánh nắng trượt qua những chiếc lá bóng loáng.,"Güneş, cilalı yapraklardan aşağı kayıyordu.",La luz del sol resbalaba sobre las hojas enceradas.
87,"In the grass, white daisies were tremulous.","Trên cỏ, bạch cúc rung rinh.",Otların arasındaki beyaz papatyalar titreşimler içindeydi.,Sobre la hierba temblaban margaritas blancas.
88,"After a pause, Lord Henry pulled out his watch.","Sau một lúc tạm ngưng, huân tước Henry lôi đồng hồ ra.",Bir duraklamadan sonra Lord Henry cep saatini çıkardı.,"Después de un silencio, lord Henry sacó su reloj de bolsillo."
89,"“I am afraid I must be going, Basil,” he murmured, “and before I go, I insist on your answering a question I put to you some time ago.”","“Tôi e là tôi phải đi bây giờ, Basil,” y lẩm bẩm, “và trước khi đi, tôi nài xin anh trả lời câu hỏi mà tôi đưa ra cho anh lúc nãy.”","“Üzgünüm ama gitmem gerek, Basil,” diye mırıldandı. “Ama gitmeden önce bir soruma karşılık vermen için üsteleyeceğim. Bir süre önce de sormuştum.","—Mucho me temo que he de marcharme, Basil —murmuró—, pero antes de irme, insisto en que me respondas a la pregunta que te he hecho hace un rato."
90,"“What is that?” said the painter, keeping his eyes fixed on the ground.",“Là gì vậy?” họa sỹ nói mà vẫn dán mắt lên nền đất.,"Ressam gözlerini yerden kaldırmaksızın, “Nedir?” diye sordu.","—¿Cuál era? —dijo el pintor, sin levantar los ojos del suelo."
91,“You know quite well.”,“Anh biết rất rõ mà.”,“Bal gibi biliyorsun.,—Lo sabes perfectamente.
92,"“I do not, Harry.”","“Tôi không biết đâu, Harry.”","“Bilmiyorum, Harry.","—No lo sé, Harry."
93,"“Well, I will tell you what it is.","“Thôi được, tôi sẽ nói cho anh biết nó là gì.","“Peki öyleyse, söyleyeyim.","—Bueno, pues te lo diré."
94,I want you to explain to me why you won’t exhibit Dorian Gray’s picture.,Tôi muốn anh giải thích cho tôi nghe tại sao anh không trưng bày bức tranh Dorian Gray. Tôi muốn biết lý do thật sự.”,Dorian Gray’in resmini neden sergilemek istemediğini anlatmanı istiyorum.,Quiero que me expliques por qué no vas a exponer el retrato de Dorian Gray.
96,“I told you the real reason.”,“Tôi đã kể anh nghe lý do thật sự rồi mà.,"“Söyledim sana, gerçek nedenini.",—Te la he dado.
97,"“No, you did not.","“Chưa, anh chưa kể.","“Yok, söylemedin.","—No, no lo has hecho."
98,You said it was because there was too much of yourself in it.,Anh nói đó là do có quá nhiều thứ thuộc về chính anh trong nó.,"Bu resme kendimden çok fazla şey kattım, dedin.",Me has dicho que hay demasiado de ti en ese retrato.
99,"Now, that is childish.”","Nào, điều đó nghe rất trẻ con.","Dostum, çocukluk bu.",Y eso es una chiquillada.
100,"“Harry,” said Basil Hallward, looking him straight in the face, “every portrait that is painted with feeling is a portrait of the artist, not of the sitter.","“Harry,” Basil Hallward vừa nói vừa nhìn thẳng vào mặt y, “mỗi bức chân dung được vẽ với cảm xúc là một bức chân dung về chính nghệ sỹ chứ không phải về người mẫu.","Basil Hallward arkadaşının gözlerinin içine bakarak, “Harry,” dedi. “Hissedilerek çizilmiş her portre ressamın bir portresidir, modelin değil.","—Harry—dijo Basil Hallward, mirándolo directamente a los ojos—, todo retrato que se pinta de corazón es un retrato del artista, no de la persona que posa."
101,"The sitter is merely the accident, the occasion.","Người mẫu chỉ là sự tình cờ, là duyên cớ.","Modelin orada bulunması yalnızca resmin yapılmasına yol açan rastlantı, bahanedir.","El modelo no es más que un accidente, la ocasión."
102,"It is not he who is revealed by the painter; it is rather the painter who, on the coloured canvas, reveals himself.","Y không phải là người được biểu lộ bởi họa sỹ; mà đúng hơn thì chính họa sỹ mới là người, trên vải tô màu, biểu lộ chính mình.","Ressamın gözler önüne serdiği kişi o değildir; tersine, renkli tuvalin üzerinde açıklanan, ressamın kendi kişiliğidir.","No es a él a quien revela el pintor; es más bien el pintor quien, sobre el lienzo coloreado, se revela."
103,The reason I will not exhibit this picture is that I am afraid that I have shown in it the secret of my own soul.”,Lý do mà tôi sẽ không trưng bày bức tranh này là vì tôi sợ rằng tôi sẽ phô bày trên nó bí mật linh hồn tôi.”,Bu resmi sergilemekten kaçınmamın nedeni şu ki resimde kendi ruhumun gizini ele vermiş olmaktan korkuyorum.,La razón de que no exponga el cuadro es que tengo miedo de haber mostrado el secreto de mi alma.
104,Lord Henry laughed.,Huân tước Henry cười. “Và nó là cái gì vậy?” y hỏi.,Lord Henry güldü.,Lord Henry rió.
105,“And what is that?” he asked.,Huân tước Henry cười. “Và nó là cái gì vậy?” y hỏi.,“Bu giz ne ola ki?” diye sordu.,"— Y, ¿cuál es ...? —preguntó."
106,"“I will tell you,” said Hallward; but an expression of perplexity came over his face.","“Tôi sẽ kể anh nghe,” Hallward nói; nhưng một nét bối rối lướt ngang qua mặt y.","Hallward, “Söyleyeyim,” dediyse de yüzünde bir şaşkınlık ifadesi belirmişti.",—Te lo voy a decir —respondió Hallward; pero lo que apareció en su rostro fue una expresión de perplejidad.
107,"“I am all expectation, Basil,” continued his companion, glancing at him.","“Tôi đang hết lòng mong đợi đây, Basil,” bạn y nói tiếp, liếc nhìn y.","Arkadaşı ondan yana bir göz atarak, “Bekliyorum, Basil,” dedi.","—Soy todo oídos, Basil —insistió su acompañante, mirándolo de reojo."
108,"“Oh, there is really very little to tell, Harry,” answered the painter; “and I am afraid you will hardly understand it.","“Ôi, thật sự là chẳng có gì nhiều nhặn để kể đâu, Harry,” họa sỹ trả lời; “và tôi e là anh sẽ khó mà hiểu được nó.","Ressam, “Pek bir şey yok anlatacak,” diye yanıtladı. “Doğru dürüst anlamayacaksın diye korkuyorum.","—En realidad es muy poco lo que hay que contar, Harry —respondió el pintor—, y mucho me temo que apenas lo entenderías."
109,Perhaps you will hardly believe it.”,Có lẽ anh sẽ khó mà tin được nó.,Belki inanmak istemeyeceksin.,Quizá tampoco te lo creas.
110,"Lord Henry smiled, and leaning down, plucked a pink-petalled daisy from the grass and examined it.","Huân tước Henry cười và cúi xuống bứt một bông cúc cánh hồng khỏi cỏ, ngắm nghía nó.","Lord Henry gülümseyerek eğildi, çimenlerin arasından pembe bir papatya kopardı, incelemeye girişti.","Lord Henry sonrió y, agachándose, arrancó de entre el césped una margarita de pétalos rosados y se puso a examinarla."
111,"“I am quite sure I shall understand it,” he replied, gazing intently at the little golden, white-feathered disk, “and as for believing things, I can believe anything, provided that it is quite incredible.”","“Tôi chắc chắn là tôi có thể hiểu nó,” y đáp lại, nhìn chăm chú vào cái nhụy vàng nhỏ phủ đầy lông tơ trắng, “và về phần những điều đáng tin, tôi có thể tin mọi điều, miễn là nó hoàn toàn không thể tin nổi.”","Elindeki bu altın gözlü küçük yuvarlağa dikkatle bakarak, “Anlayacağımdan hiç kuşkum yok,” dedi. “İnanmaya gelince; ben her şeye inanabilirim, yeter ki tümden inanılmaz bir şey olsun.","—Estoy seguro de que lo entenderé —replicó, contemplando fijamente el pequeño disco dorado con plumas blancas—; y en cuanto a creer cosas, me puedo creer cualquiera con tal de que sea totalmente increíble."
