line_no,en,vi,tr,es
70,"When I told her that I must go at once, and that I was engaged on important business, she asked again:","Khi tôi trả lời rằng tôi phải đi ngay lập tức để giải quyết một công chuyện quan trọng, bà ta lại hỏi tôi:","Ona bir an önce gitmem gerektiğini ve önemli bir işle meşgul olduğumu söylediğimde, bir kez de şöyle sordu:","Cuando le dije que me tenía que ir inmediatamente, y que estaba comprometido en negocios importantes, preguntó otra vez:"
71,“Do you know what day it is?”,— Ngài có biết hôm nay là ngày bao nhiêu không?,“Bugünün ne olduğunu biliyor musunuz?”,–¿Sabe usted qué día es hoy?
72,I answered that it was the fourth of May.,Tôi trả lời ngày 4 tháng 5.,Yanıt olarak Mayıs’ın dördü olduğunu söyledim.,Le respondí que era el cuatro de mayo.
76,"I know that, but do you know what day it is?”",Nhưng là ngày gì chứ?,Ama bugünün ne olduğunu biliyor musunuz?”,"Eso ya lo sé, pero, ¿sabe usted qué día es hoy?"
77,"On my saying that I did not understand, she went on:","Khi tôi nói tôi không hiểu rõ câu hỏi, bà ta mới lý giải:",Anlamadığımı söylediğimde sözlerini sürdürdü:,"Al responderle yo que no le entendía, ella continuó:"
78,“It is the eve of St. George’s Day.,— Là hôm trước của Ngày Thánh George?,“Bugün Aziz George Günü’nün arifesi.,–Es la víspera del día de San Jorge.
79,"Do you not know that to-night, when the clock strikes midnight, all the evil things in the world will have full sway?","Chẳng lẽ ngài lại quên rằng đêm nay, đúng vào lúc đồng hồ điểm mười hai tiếng, tất cả các bùa yểm sẽ thống trị trái đất như những chúa tể tuyệt đối hay sao?",Bu gece saatler gece yarısını gösterdiğinde yeryüzündeki tüm kötü güçlerin serbestçe ortalıkta salınacağını bilmiyor musunuz?,"¿No sabe usted que hoy por la noche, cuando el reloj marque la medianoche, todas las cosas demoníacas del mundo tendrán pleno poder?"
80,"Do you know where you are going, and what you are going to?”",Chẳng lẽ ngài không biết là ngài đang đi về đâu và sắp sửa đứng trước một điều gì ư?,"Nereye gittiğinizi, neye gittiğinizi biliyor musunuz?”",¿Sabe usted adónde va y a lo que va?
81,"She was in such evident distress that I tried to comfort her, but without effect.",Người phụ nữ khiếp sợ đến mức tôi phải tìm mọi cách an ủi mà vẫn không được.,"Öylesine belirgin bir kaygı içindeydi ki onu rahatlatmaya çalıştım, ama hiç etki etmedi.","Estaba en tal grado de desesperación que yo traté de calmarla, pero sin efecto."
82,Finally she went down on her knees and implored me not to go; at least to wait a day or two before starting.,"Cuối cùng, bà ta bỗng quỳ sụp xuống van lạy tôi đừng đi, hoặc nếu có đi thì cũng nên nán lại một hai hôm nữa.","Sonunda dizlerinin üzerine çöktü ve gitmemem için, en azından yola çıkmadan önce bir-iki gün beklemem için bana yalvardı.","Finalmente, cayó de rodillas y me imploró que no fuera; que por lo menos esperara uno o dos días antes de partir."
83,It was all very ridiculous but I did not feel comfortable.,Sự kỳ lạ này khiến tôi hơi khó nghĩ.,"Tüm bunlar çok saçmaydı, ama kendimi rahat hissetmiyordum.","Todo aquello era bastante ridículo, pero yo no me sentí tranquilo."
84,"However, there was business to be done, and I could allow nothing to interfere with it.","Nhưng dù sao thì người ta vẫn đang đợi tôi ở lâu đài, và không gì có thể ngăn cản tôi đi tới đó.","Ancak, yapılması gereken bir iş vardı ve hiçbir şeyin onu engellemesine izin veremezdim.","Sin embargo, tenía un negocio que arreglar y no podía permitir que nada se interpusiera."
85,"I therefore tried to raise her up, and said, as gravely as I could, that I thanked her, but my duty was imperative, and that I must go.","Tôi đỡ bà chủ dậy, song kiểu gì thì tôi cũng vẫn phải lên đường.","Bu yüzden, onu ayağa kaldırmaya çalıştım ve elimden geldiğince ciddi biçimde teşekkür edip görevimin kaçınılmaz olduğunu ve gitmem gerektiğini söyledim.","Por lo tanto traté de levantarla, y le dije, tan seriamente como pude, que le agradecía, pero que mi deber era imperativo y yo tenía que partir."
86,"She then rose and dried her eyes, and taking a crucifix from her neck offered it to me.","Người phụ nữ đứng dậy lau nước mắt, rồi tháo cây thánh giá đeo trên cổ đưa cho tôi, sẽ là vô lễ nếu tôi từ chối vật biếu của một người phụ nữ luống tuổi đang muốn những điều tốt lành đến với tôi, đang thực sự lo lắng cho tôi.","Bunun üzerine ayağa kalktı, gözlerini sildi ve boynundaki bir haçı çıkartıp bana verdi.","Entonces ella se levantó y secó sus ojos, y tomando un crucifijo de su cuello me lo ofreció."
88,"She saw, I suppose, the doubt in my face, for she put the rosary round my neck, and said, “For your mother’s sake,” and went out of the room.","Bà chủ khẽ quàng cây thánh giá vào cổ tôi và nói một câu thật giản dị: “Vì tình yêu dành cho người mẹ của ngài”, rồi bước ra khỏi phòng.","Sanıyorum ki, yüzümdeki kararsızlığı gördü, çünkü tespihi boynuma taktı ve, “Annenizin hatrına,” deyip odadan çıktı.","Supongo que ella pudo leer la duda en mi rostro, pues me puso el rosario alrededor del cuello, y dijo: ""Por amor a su madre"", y luego salió del cuarto."
89,"I am writing up this part of the diary whilst I am waiting for the coach, which is, of course, late; and the crucifix is still round my neck.",Tôi viết những dòng nhật ký này trong lúc chờ đợi chiếc xe ngựa - tất nhiên là lại đến muộn - và cây thánh giá vẫn đang lủng lẳng trên cổ tôi.,"Güncenin bu bölümünü, tabii ki, geç kalan arabayı beklerken yazıyorum ve haç hâlâ boynumda.","Estoy escribiendo esta parte de mi diario mientras, espero el coche, que por supuesto, está retrasado; y el crucifijo todavía cuelga alrededor de mi cuello."
90,"Whether it is the old lady’s fear, or the many ghostly traditions of this place, or the crucifix itself, I do not know, but I am not feeling nearly as easy in my mind as usual.","Phải chăng nỗi sợ hãi, các tín ngưỡng ghê gớm hay chính cây thánh giá nhỏ bé này đã giày vò người phụ nữ luống tuổi đó? Thực tình tôi không biết, nhưng chắc chắn là cảm giác của tôi về những gì vừa xảy ra sẽ kém êm dịu hơn bình thường.",Yaşlı kadının korkusundan mı bilmiyorum ama sanki kendimi her zamanki gibi huzurlu hissetmiyorum.,"No sé si es el miedo de la anciana o las múltiples tradiciones fantasmales de este lugar, o el mismo crucifijo, pero lo cierto es que no me siento tan tranquilo como de costumbre."
93,"5 May. The Castle.—The grey of the morning has passed, and the sun is high over the distant horizon, which seems jagged, whether with trees or hills I know not, for it is so far off that big things and little are mixed.","Màu xanh xám của buổi sớm mai đang dần dần tan biến, nhường lại ánh hồng tươi của mặt trời. Chân trời như đang bị cắt ra thành từng mảng bởi các lùm cây hay các ngọn đồi gì đó mà tôi không rõ, vì mọi cảnh vật lớn, nhỏ, đều nằm ở rất xa và đều lẫn nhòa vào với nhau.","5 Mayıs. - Şato - Sabahın griliği geçti ve güneş, uzak ufukta yükseldi; ufuk ağaç mı yoksa tepe mi olduğunu bilemediğim şeylerle tırtıklı bir görünüm sergiliyordu, çünkü ufuk öyle uzaktaydı ki, büyük ve küçük şeyler birbirine karışmıştı.","5 de mayo. El castillo. La oscuridad de la mañana ha pasado y el sol está muy alto sobre el horizonte distante, que parece perseguido, no sé si por árboles o por colinas, pues está tan alejado que las cosas grandes y pequeñas se mezclan."
94,"I am not sleepy, and, as I am not to be called till I awake, naturally I write till sleep comes.","Lúc này, tôi đã hết thèm ngủ, ngày mai tôi sẽ tha hồ rảnh rỗi, tôi có thể dậy lúc nào muốn, và tôi sẽ viết cho tới khi nào buồn ngủ mới thôi, bởi tôi có rất nhiều điều kỳ lạ để viết.",Uykum yok ve uyanana kadar çağrılmayacağıma göre doğal olarak uykum gelene kadar yazacağım.,"No tengo sueño y, como no se me llamará hasta que despierte solo, naturalmente escribo hasta que llegue el sueño."
96,"I dined on what they called “robber steak”—bits of bacon, onion, and beef, seasoned with red pepper, and strung on sticks and roasted over the fire, in the simple style of the London cat’s meat!","Khách sạn cho tôi ăn món mà họ gọi là “thịt rán kẻ cướp” - tức là một vài miếng mỡ lá kèm lẫn hành củ, thịt bò và paprika trộn đều, cuộn quanh các que nhỏ rồi cho vào lửa nướng.","“Haydut bifteği” denen şeyi yedim - kırmızıbiberle çeşnilendirilmiş, basit Londra kedi eti4 usulünde şişlere geçirilip ateş üzerinde kızartılmış domuz pastırması, soğan ve sığır eti!","Cené lo que ellos llaman ""biftec robado"", con rodajas de tocino, cebolla y carne de res, todo sazonado con pimiento rojo ensartado en palos y asado. ¡En el estilo sencillo de la ""carne de gato"" de Londres!"
97,"The wine was Golden Mediasch, which produces a queer sting on the tongue, which is, however, not disagreeable.","Tôi uống loại Mediasch mạ vàng, một thứ rượu vang có thể làm bạn rát lưỡi, nhưng đối với tôi thì không có gì khó chịu.","Şarap, dilde kötü olmasa da tuhaf bir acılık bırakan Golden Mediasch’tı.","El vino era Mediasch Dorado, que produce una rara picazón en la lengua, la cual, sin embargo, no es desagradable."
98,"I had only a couple of glasses of this, and nothing else.","Tuy nhiên, tôi cũng chỉ uống được hai cốc.","Yalnızca birkaç kadeh bundan içtim, o kadar.","Sólo bebí un par de vasos de este vino, y nada más."
99,"When I got on the coach the driver had not taken his seat, and I saw him talking with the landlady.","Lúc leo lên xe ngựa, tôi thấy tay xà ích vẫn chưa ngồi lên ghế, anh ta còn mải đứng nói chuyện với ông chủ khách sạn.",Arabaya bindiğimde arabacı henüz yerini almamıştı ve onu otel sahibesiyle konuşurken gördüm.,"Cuando llegué al coche, el conductor todavía no había tomado su asiento, y lo vi hablando con la dueña de la posada."
100,"They were evidently talking of me, for every now and then they looked at me, and some of the people who were sitting on the bench outside the door—which they call by a name meaning “word-bearer”—came and listened, and then looked at me, most of them pityingly.","Không còn nghi ngờ gì nữa, cả hai người đang nói chuyện về tôi, bởi vì chốc chốc họ lại ngoảnh mặt nhìn tôi. Những người ngồi trên hàng ghế gần cửa khách sạn cũng bắt đầu đứng cả dậy sán đến nghe hai người đàn ông nói chuyện, thỉnh thoảng họ cũng ngoái lại nhìn tôi với ánh mắt chứa đựng một điều gì đấy giống như một sự thương hại.",Belli ki benim hakkımda konuşuyorlardı çünkü ara sıra bana bakıyorlardı ve kapının dışındaki bankta oturanların bazıları -ki bunlar “laf taşıyıcı” anlamına gelen bir sözcükle anılıyorlardı- ikisinin yanına gidip kulak kabarttılar ve ardından bana baktılar; pek çoğu acıyarak baktı.,"Evidentemente hablaban de mí, pues de vez en cuando se volvían para verme, y algunas de las personas que estaban sentadas en el banco fuera de la puerta (a las que llaman con un nombre que significa ""Portadores de palabra"") se acercaron y escucharon, y luego me miraron, la mayor parte de ellos compadeciéndome."
