line_no,en,vi,tr,es
96,"If I turn my head so that the white wings framing my face direct my vision towards it, I can see it as I go down the stairs, round, convex, a pier glass, like the eye of a","Nếu quay cổ sao cho hai cái cánh giới hạn xoay trường nhìn thẳng vào đó, sẽ thấy được nó khi xuống thang, tròn, lồi, dài bằng người, như mắt con cá, thấy tôi trong đó một cái bóng méo mó, không biết để nhái giễu gì – một nhân vật cổ tích choàng khăn đỏ, đang xuống dần đến một giây phút bất cẩn cũng ngang với hiểm nguy.","Merdivenlerden inerken, yüzümün iki yanındaki beyaz kanatlar görüşümü aynaya doğru yönlendirecek biçimde başımı çevirirsem, yuvarlak, dışbükey, balık gözü gibi cam aynayı ve orada yansıyan kendimi görüyorum; çarpıtılmış bir gölge, bir şeyin parodisi, tehlikeyle eşdeğerde olan bir anlık dikkatsizliğe doğru inen kırmızı pelerinli bir masal kişisi gibi.","Si giro la cabeza –de manera tal que la toca blanca que enmarca mi cara dirija mi visión hacia él— puedo verlo mientras bajo la escalera: un espejo redondo, convexo, de cuerpo entero, como el ojo de un pescado, y mi imagen reflejada en él como una sombra distorsionada, una parodia de algo, como la figura de un cuento de hadas cubierta con una capa roja, descendiendo hacia un momento de indiferencia que es igual al peligro."
97,"fish, and myself in it like a distorted shadow, a parody of something, some fairy-tale figure in a red cloak, descending towards a moment of carelessness that is the same as danger.","Nếu quay cổ sao cho hai cái cánh giới hạn xoay trường nhìn thẳng vào đó, sẽ thấy được nó khi xuống thang, tròn, lồi, dài bằng người, như mắt con cá, thấy tôi trong đó một cái bóng méo mó, không biết để nhái giễu gì – một nhân vật cổ tích choàng khăn đỏ, đang xuống dần đến một giây phút bất cẩn cũng ngang với hiểm nguy.","Merdivenlerden inerken, yüzümün iki yanındaki beyaz kanatlar görüşümü aynaya doğru yönlendirecek biçimde başımı çevirirsem, yuvarlak, dışbükey, balık gözü gibi cam aynayı ve orada yansıyan kendimi görüyorum; çarpıtılmış bir gölge, bir şeyin parodisi, tehlikeyle eşdeğerde olan bir anlık dikkatsizliğe doğru inen kırmızı pelerinli bir masal kişisi gibi.","Si giro la cabeza –de manera tal que la toca blanca que enmarca mi cara dirija mi visión hacia él— puedo verlo mientras bajo la escalera: un espejo redondo, convexo, de cuerpo entero, como el ojo de un pescado, y mi imagen reflejada en él como una sombra distorsionada, una parodia de algo, como la figura de un cuento de hadas cubierta con una capa roja, descendiendo hacia un momento de indiferencia que es igual al peligro."
98,"A Sister, dipped in blood.","Một Xơ, nhúng trong máu.","Bir rahibe, kana bulanmış.","Una hermana, bañada en sangre."
99,"At the bottom of the stairs there's a hat-and-umbrella stand, the bentwood kind, long rounded rungs of wood curving gently up into hooks shaped like the opening fronds of a fern.","Cuối cầu thang có giá treo mũ và ô, bằng gỗ uốn, những thanh dài tròn cuộn nhẹ gá vào các móc trông như lá dương xỉ non đang duỗi.","Merdivenlerin sonunda, bükülmüş bir eğreltiotunun açılan yaprakları gibi şekillenmiş çengellere doğru yumuşakça kıvrılan uzun yuvarlak ağaçtan kollarıyla bir şapka -ve- şemsiye askısı var.","Al pie de la escalera hay un perchero para los sombreros y los paraguas; tiene barrotes de madera, largos y redondeados, que se curvan suavemente formando ganchos, que imitan las hojas de un helecho."
100,"There are several umbrellas in it: black, for the Commander, blue, for the Commander's Wife, and the one assigned to me, which is red.","Vài cái ô bỏ đó: đen, của Chủ soái, lam, của Phu nhân Chủ soái, và cái dành cho tôi, màu đỏ.","İçinde de birkaç şemsiye: Komutan'a siyah, Komutan'ın Karısı'na mavi ve bana da kırmızı tahsis edilmiş.","De él cuelgan varios paraguas: uno negro para el Comandante, uno azul para la Esposa del Comandante, y el que me tienen asignado a mí, de color rojo."
101,"I leave the red umbrella where it is, because I know from the window that the day is sunny.","Tôi để cái ô đỏ yên, bởi nhìn qua cửa thấy trời hôm nay nắng.","Kırmızı şemsiyeyi olduğu yerde bırakıyorum, günün güneşli olduğunu pencereden görmüştüm.",Dejo el paraguas rojo en su sitio: por la ventana veo que brilla el sol.
102,I wonder whether or notthe Commander's Wile-is in the sitting room.,Tôi tự hỏi Phu nhân Chủ soái có trong phòng nghỉ không.,Komutan'ın Karısı'nın oturma odasında olup olmadığını merak ediyorum.,Me pregunto si la Esposa del Comandante estará en la sala.
103,She doesn't always sit.,Không phải lúc nào bà ta cũng nghỉ.,Her zaman oturmaz orada.,No siempre está allí sentada.
104,"Sometimes 1 can hear her pacing back and forth, a heavy step and then a light one, anil the soft tap of her cane on the dusty-rose carpet.","Thỉnh thoảng tôi nghe tiếng bà đi đi lại lại, một bước nặng rồi một bước nhẹ, và tiếng cây can khẽ gõ trên thảm màu hồng đào sắc tro.","Kimi zaman, ileri geri volta attığını duyabiliyorum, bir ağır ve sonra da bir hafif ayak sesi ve kirli gül rengi halının üstünde bastonunun yumuşak tıp tıpları.","A veces la oigo pasearse de un lado a otro, una pisada fuerte y luego una suave, y el sordo golpecito de su bastón sobre la alfombra de color rosa ceniciento."
105,"I walk along the hallway, past the sitting room door and the door that leads into the dining room, and open the door at the end of the hall and go through into the kitchen.","Tôi đi dọc sảnh, qua cửa phòng nghỉ và cửa dẫn vào phòng ăn, mở cửa cuối sảnh mà vào bếp.",Oturma odası kapısını ve yemek odasına giden kapıyı geçerek holde yürüyor ve holün sonundaki kapıyı açıp mutfağa giriyorum.,"Camino por el pasillo, paso junto a la puerta de la sala de estar y a la que conduce al comedor; abro la del extremo y entro en la cocina."
106,Here the smell is no longer of furniture polish.,Không còn mùi xi gỗ nữa.,Burası artık mobilya cilası kokmuyor.,Aquí no huele a madera encerada.
107,"Rita is in here, standing at the kitchen table, which has a top of chipped white enamel.","Rita ở đây, đứng bên bàn bếp, mặt tráng men trắng mẻ mép.",Üstü beyaz emaye ile kaplı mutfak masasının yanında Rita duruyor.,Encuentro a Rita de pie ante la mesa pintada de esmalte blanco.
108,"She's in her usual Martha's dress, which is dull green, like a surgeon's gown of the time before.","Chị mặc bộ áo thường lệ của Martha, màu lục xỉn, như áo choàng phẫu thuật thời xưa.","Üzerinde geçmişe ait bir operatörün elbisesine benzer donuk yeşil, bildik Martha elbisesi var.","Lleva su habitual vestido de Martha, de color verde apagado, como la bata de un cirujano de los tiempos pasados."
109,"The dress is much like mine in shape, long and concealing, but with a bib apron over it and without the white wings and the veil.","Kiểu giống áo tôi, dài và kín mít, nhưng thêm tạp dề yếm và không có cánh trắng hay mạng trùm.","Bu elbise biçim, uzunluk ve gizleme açısından benimkine çok benziyor, ancak bir önlüğü var, beyaz kanatlar ve peçesi de yok.","La hechura de su vestido es muy parecida a la del mío, largo y recatado, pero encima lleva un delantal con peto y no tiene toca ni velo."
110,"She puts on the veilto go outside, but nobody much cares who sees the face of a Martha.","Chị chỉ trùm mạng khi ra ngoài, nhưng có ai thấy mặt các chị Martha cũng chẳng sao.","Peçeyi dışarı çıktığında takar, ancak kimse bir Martha'nın yüzünün görülmesine pek aldırmaz.","El velo sólo se lo pone para salir, pero a nadie le importa demasiado quién ve el rostro de una Martha."
111,"Her sleeves are rolled in the elbow, showing her brown arms.","Tay áo xắn đến khuỷu, lộ cánh tay nâu.",Elbisesinin yenleri kollarının kahverengiliğini açığa vurarak dirseklerine kadar sıyrılmış.,Tiene el vestido arremangado hasta los codos y se le ven los brazos oscuros.
112,"She's making bread, thowing the loaves for the final brief kneading and then the shaping.","Chị đang làm bánh mì, ném từng ổ bánh để nhào sơ lần cuối đợi vào khuôn.",Son yoğurma ve biçim verme için somunları masaya atarak ekmek yapmakla meşgul.,"Está haciendo pan, extendiendo la pasta para el breve amasado final y para darle forma."
113,"Rita sees me and nods, whether in greeting or in simple acknowl edgment of my presence it's hard to say, and wipes her floury hands on her apron and rummages in the kitchen drawer for the token book.","Thấy tôi Rita gật đầu, khó biết chào hay chỉ ra dấu biết tôi có đó, và chùi hai bàn tay đầy bột vào tạp dề để lục ngăn bếp tìm sổ phiếu.","Rita beni görüyor ve başını sallıyor, bunun selam vermek için mi yoksa varlığımı basitçe algıladığını göstermek için mi olduğunu söylemek güç; unlu ellerini önlüğüne silip mutfak çekmecesinde karne defterini aramaya koyuluyor.",Rita me ve y mueve la cabeza –es difícil decir si a modo de saludo o como si simplemente tomara conciencia de mi presencia—; se limpia las manos enharinadas en el delantal y revuelve el cajón en busca del libro de los vales.
114,"Frowning, she tears out three tokens and hands them to me.","Mày cau lại, chị xé ra ba tờ đưa tôi.","Çatık kaşlarıyla, üç karne koparıp bana uzatıyor.","Frunce el ceño, arranca tres vales y me los extiende."
115,Her face might be kindly if she would smile.,Khuôn mặt chị nếu cười chắc sẽ hiền hậu.,Gülümsese yüzü sevecen görünebilirdi.,"Si sonriera, su rostro podría resultar amable."
116,"But the frown isn't personal: it's the red dress she disapproves of, and what it stands for.","Nhưng cái nhíu mày không nhằm vào cá nhân tôi: là chị khó chịu với cái áo đỏ, và cái ngụ ý của nó.",Ancak kaş çatışı kişisel değil: onaylamadığı kırmızı elbise ve onun temsil ettiği şey.,Pero su expresión no va dirigida personalmente a mí: le desagrada el vestido rojo y lo que este representa.
117,"She thinks I may be catching, like a disease or any form of bad luck.","Chị nghĩ tôi có thể lây lan, như bệnh dịch hoặc một thứ điềm gở.","Bulaşıcı olabileceğimi düşünüyor, bir hastalık ya da kötü bir talih gibi.","Cree que puedo ser contagiosa, como una enfermedad o algún tipo de desgracia."
118,"Sometimes I listen outside closed doors, a thing I never would have done in the time before.","Thi thoảng tôi có nghe lỏm ngoài cánh cửa đóng kín, một việc ngày xưa tôi không đời nào làm.","Kimi zaman kapalı kapılar önünde durup kulak kabartıyorum, eskiden asla yapmayacağım bir şey bu.","A veces escucho detrás de las puertas, algo que jamás habría hecho anteriormente."
119,"I don't listen long, because I don't want to be caught doing it.","Tôi không nghe lâu, bởi không muốn bị bắt quả tang.","Fazla uzun süreli dinlemiyorum, çünkü bunu yaparken yakalanmak istemiyorum.",No escucho demasiado tiempo porque no quiero que me pesquen.
120,"Once, though, I heard Rita say to Cora I hat she wouldn't debase herself like that.","Tuy nhiên, có lần tôi nghe Rita nói với Cora, chị sẽ không cho phép mình thấp kém tới mức ấy.","Yine de, bir kez, Rita'nın Cora'ya kendini bu derece alçaltmayacağını söylediğini duydum.","Sin embargo, una vez oí que Rita le decía a Cora que ella no se rebajaría de ese modo."
121,"Nobody asking you, Cora said.",Ai thèm hỏi chị? Cora nói.,"Kimse senden bunu istemiyor, dedi Cora.","Nadie te lo pide, respondió Cora."
122,"Anyways, what could you do, supposing?","Mà nữa, chị sẽ làm gì, trong trường hợp ấy?","Her neyse, bunu isteselerdi ne yapabilirdin ki?","De cualquier manera, ¿qué harías, si pudieras?"
123,"Go to the Colonies, Rita said.","Tới khu Kiều dân, Rita nói.","Kolonilere giderdim, dedi Rita.","Irme a las Colonias, afirmó Rita."
124,They have the choice.,Họ được quyền chọn.,Seçme şansları var.,Ellas tienen alternativa.
125,"With the Unwomen, and starve to death and Lord knows what all?","Với đám Phế nữ, cùng chịu chết đói và Chúa biết những gỉ những gì nữa ư?",Gayrı-Kadınların olduğu yere mi?,"¿Con las No Mujeres, a morirte de hambre y sabrá Dios qué más?, preguntó Cora."
127,Catch you.,Thôi xin chị.,Saçmalama.,Estas loca.
128,They were shelling peas; even through the almost-closed door I could hear the light clink of the hard peas falling into the metal howl.,Họ đang lột vỏ đậu; sau lần cửa đóng gần kín tôi vẫn nghe thấy tiếng những hạt đậu cứng rơi leng keng vào bát sắt.,"Bezelye ayıklıyorlardı, kapalı kapıdan bile sert bezelye tanelerinin tencereye düşerken çıkardıkları hafif tıkırtıyı duyabiliyordum.",Estaban pelando guisantes; incluso a través de la puerta semicerrada podía oír el tintineo que producían los guisantes al caer dentro del bol de metal.
