line_no,Ent,en,vi,tr,es
45,,"I lived at West Egg, the—well, the less fashionable of the two, though this is a most superficial tag to express the bizarre and not a little sinister contrast between them.","Nhà tôi ở West Egg (trái trứng phía tây) - so sánh giữa hai trái trứng thì bên này kém sang trọng hơn, tuy nhiên đây chỉ là lời nói sáo bình thường để diễn tả sự khác biệt kỳ quái giữa hai nơi, nó không phải lời so sánh mang ác ý.",Ben West Egg’de yaşıyordum yani daha az moda olanında. Yine de aralarındaki tuhaf ve uğursuz zıtlığı ifade etmede bu tanım biraz hafif kalır bence.,"Yo vivía en West Egg, el…, bueno, el menos elegante de los dos huevos, aunque ésta sea la fórmula más superficial para expresar el raro contraste entre ambos, bastante siniestro."
46,,"My house was at the very tip of the egg, only fifty yards from the Sound, and squeezed between two huge places that rented for twelve or fifteen thousand a season.","Nhà của tôi ở ngay mõm nhọn của trái trứng, cách eo biển chỉ chừng năm mươi thước, nằm kẹp giữa hai căn nhà đồ sộ mà giá thuê của chúng lên khoảng từ mười hai tới mười lăm ngàn đô la mỗi mùa nghỉ mát.",Evim yumurtanın en ucunda ve Boğaz’dan yalnızca elli metre uzaktaydı. Sezonluğuna on iki – on beş bin dolar kira istenen iki koca evin arasına sıkışıp kalmıştı.,"Mi casa estaba en el extremo del huevo a unos cincuenta metros del estrecho, comprimida entre dos imponentes mansiones que se alquilaban a doce o quince mil dólares por temporada."
47,,"The one on my right was a colossal affair by any standard—it was a factual imitation of some Hôtel de Ville in Normandy, with a tower on one side, spanking new under a thin beard of raw ivy, and a marble swimming pool, and more than forty acres of lawn and garden.","Căn nhà bên phải của tôi là một tòa nhà kiến trúc khổng lồ nếu so sánh từ bất cứ phương diện nào. Nó được xây dựng dựa theo kiến trúc của một tòa thị sảnh nào đó ở Normandy bên Pháp. Tòa nhà còn mới nguyên núp dưới hàng dây thường xuân lưa thưa, nó bao gồm một ngọn tháp xây ở bên hông, một hồ bơi bằng đá hoa cương, cùng hơn bốn mươi mẫu cây cỏ vườn tược.","Sağdaki, standartları aşan muazzam bir yapıydı. Normandiya’da bulunan Hotel de Ville’in tıpkısıydı. Binanın yanında üzerini sarmaşıklar kaplamış bir kulesi, mermer yüzme havuzu, yirmi dönümlük yeşil alanı ve bahçesi vardı.","La que se alzaba a mi derecha era colosal sin discusión, copia fiel de algún Hôtel de Ville de Normandía, con una torre en uno de los laterales, extraordinariamente nueva bajo una barba rala de hiedra joven, una piscina de mármol, y veinte hectáreas de jardines y césped."
48,,It was Gatsby’s mansion.,Đó là tòa lâu đài của Gatsby.,Burası Gatsby’nin malikanesiydi.,Era la mansión de Gatsby.
49,,"Or, rather, as I didn’t know mr Gatsby, it was a mansion inhabited by a gentleman of that name.","Nói cho đúng hơn, vì tôi chưa quen biết Gatsby, nó là tòa lâu đài đồ sộ nơi cư trú của một người quý phái với cái tên đó.","O zaman kendisini tanımıyor olduğuma göre, Gatsby adında bir beyefendi desem daha doğru.","O, con mayor precisión, puesto que yo no conocía a mister Gatsby, era la mansión de un caballero que se llamaba así."
50,,"My own house was an eyesore, but it was a small eyesore, and it had been overlooked, so I had a view of the water, a partial view of my neighbour’s lawn, and the consoling proximity of millionaires—all for eighty dollars a month.","Căn nhà của tôi nằm bên cạnh trở thành cái gai trong mắt, nhưng chỉ là cái gai mắt nhỏ bởi vì cũng chẳng ai để ý tới nó. Bởi vậy mà nói, tôi được ngắm cảnh biển cả, được ngắm một phần vườn cỏ của nhà hàng xóm và an ủi được ở gần những nhà triệu phú mà chỉ phải trả có tám mươi đô la một tháng.","Benim göz zevkini bozan evimse fazla dikkat çekmiyordu. Ayda hepi topu seksen dolara bir milyonerin dibinde oturuyor, zengin komşumun bahçesinin ve boğazın ufak bir bölümüne tepeden bakabiliyordum.","Mi casa era un horror, pero un horror insignificante, en el que nadie había reparado, así que contaba con vistas al mar y a una parte del césped de mi vecino, además de con la reconfortante proximidad de los millonarios, y todo por ochenta dólares al mes."
51,"['the tom buchanans', 'tom buchanan']","Across the courtesy bay the white palaces of fashionable East Egg glittered along the water, and the history of the summer really begins on the evening I drove over there to have dinner with the Tom Buchanans.","Phía bên kia eo biển là những tòa lâu đài trắng của làng East Egg (trái trứng phía đông) sang trọng, nằm lộng lẫy tráng lệ dọc theo bờ biển. Mùa hè lịch sử đã thực sự bắt đầu bằng một buổi chiều khi tôi lái xe sang đó ăn tối với vợ chồng Tom Buchanan.","Aslında yazın öyküsü, narin koyun karşı kıyısındaki East Egg’in akşam güneşi altında ışıldayan deniz boyu uzanmış beyaz malikaneleri eşliğinde yemek için Tom Buchanan’lara gittiğimde başlamıştı.","Al otro lado de la pequeña bahía los palacios blancos del elegante East Egg rutilaban en el agua, y la historia de aquel verano empieza precisamente la noche en que fui a cenar a casa de Tom Buchanan."
52,,"Daisy was my second cousin once removed, and I’d known Tom in college.","Daisy là em họ xa lắc xa lơ của tôi, còn Tom thì tôi đã quen biết từ hồi còn ở đại học.",Eşi Daisy ikinci kuşaktan kuzenimdi. Tom’u ise üniversiteden tanırdım.,"Daisy era prima lejana mía, y a Tom lo conocía de la universidad."
53,,And just after the war I spent two days with them in Chicago.,"Khi chiến tranh mới vừa chấm dứt, tôi đã từng ở chung với họ hai ngày ở Chicago.",Savaştan hemen sonra Chicago’daki evlerinde kalmıştım.,"Y, recién acabada la guerra, pasé con ellos en Chicago un par de días."
54,,"Her husband, among various physical accomplishments, had been one of the most powerful ends that ever played football at New Haven—a national figure in a way, one of those men who reach such an acute limited excellence at twenty-one that everything afterward savours of anticlimax.","Ngoài nhiều thành tích khác nhau về thể lực, Tom, chồng của Daisy đã từng là một trong những cầu thủ môn bóng bầu dục khỏe nhất ở New Haven. Anh ta cũng được coi như là một cầu thủ có tầm vóc quốc gia, người mà khi trình độ suất sắc nhất đã đạt tới đỉnh cao ở tuổi hai mươi mốt thì tất cả mọi thứ anh đạt được sau đó không còn thể nào bằng được.","Daisy’nin kocası, pek çok atletik başarının yanı sıra, New Haven’da okul takımında futbol oynamış en iyi forvet oyuncularından biriydi. Adeta bir milli kahramandı. Daha yirmi bir yaşındayken öyle muhteşem başarılar kazanmıştı ki sonradan yaptıkları bunların gölgesinde kaldı.","El marido de Daisy, entre otros logros físicos, había sido uno de los extremos con más potencia que jamas jugó al fútbol en New Haven: una figura nacional, podría decirse, uno de esos hombres que a los veintiún años alcanzan en algún tipo determinado de actividad tal grado de excelencia, que todo lo que viene después sabe a decepción."
55,,"His family were enormously wealthy—even in college his freedom with money was a matter for reproach—but now he’d left Chicago and come East in a fashion that rather took your breath away: for instance, he’d brought down a string of polo ponies from Lake Forest.","Gia đình của Tom vô cùng giàu có, ngay từ lúc còn học đại học, cách thức Tom tự do tiêu xài tiền bạc đã gây nên bao chỉ trích phê bình. Bây giờ tuy Tom đã rời Chicago để về sống ở miền Đông, cách sống của anh vẫn làm người ta nín thở, thí dụ như cách anh ta đã đem theo từ Lake Forest đến đây nguyên cả một bầy ngựa chơi polo.","Ailesi son derece zengindi. Para konusunda sınırsız bir özgürlüğe sahip olması nedeniyle üniversite yıllarında eleştirilirdi. Ama artık Chicago’dan ayrılıp Doğuya gelmişti. Bunu öyle bir şekilde yapmıştı ki insanların adeta nefesleri kesilmişti. Örneğin, gelirken yanında Lake Forest’tan çok sayıda polo atı getirmişti.","Su familia era desmedidamente rica —hasta el punto de que en la universidad su liberalidad con el dinero era motivo de censura—, pero ahora se había trasladado de Chicago al Este, con un estilo de vida que cortaba la respiración; por ejemplo, se había traído una cuadra de ponis de polo de Lake Forest."
56,,It was hard to realize that a man in my own generation was wealthy enough to do that.,Thật khó có thể tưởng tượng được rằng một thanh niên trẻ sanh cùng thế hệ như tôi mà đã giàu có đến độ tiêu xài cỡ đó.,Benim kuşağım için bunu yapabilecek zenginlikte olunabileceğini düşünmek bile güçtür.,Era difícil entender que un miembro de mi generación fuese lo suficientemente rico para permitirse una cosa así.
58,,"They had spent a year in France for no particular reason, and then drifted here and there unrestfully wherever people played polo and were rich together.","Tôi không biết lý do vì sao vợ chồng họ lại dọn về sống ở miền Đông. Họ đã từng sang sống ở Pháp một năm chẳng vì lý do gì cả. Sau đó họ không ngừng trôi dạt từ chỗ này đến chỗ kia, đến ở bất cứ nơi nào miễn nơi đó có dân chơi polo và người giàu có tụ tập.","Hiçbir sebep yokken Fransa’da bir yıl kalmış, zengin insanların polo oynadıkları yerleri dolaşıp durmuşlardı.","Habían pasado un año en Francia sin ningún motivo concreto, y luego habían ido de un sitio a otro, sin sosiego, a donde se jugara al polo o se reunieran los ricos."
59,,"This was a permanent move, said Daisy over the telephone, but I didn’t believe it—I had no sight into Daisy’s heart, but I felt that Tom would drift on forever seeking, a little wistfully, for the dramatic turbulence of some irrecoverable football game.","Lần này họ sẽ định cư lâu dài cố định ở đây, Daisy đã nói với tôi như vậy qua điện thoại, thế nhưng tôi không tin. Tôi không thể nhìn thấu trái tim của Daisy, nhưng tôi cảm thấy Tom sẽ mãi luôn phiêu bạt, luôn khao khát mong tìm lại những náo động đầy cảm xúc của những trận đấu bóng ngày nào mà anh không bao giờ còn tìm lại.",Daisy telefonda bu kez temelli taşındıklarını söylemişti. Ben yine de inanmamıştım. Daisy’nin aklından neler geçtiğini biliyordum ama Tom’un futbolun verdiği heyecanı özleyerek sonsuza dek arayış içinde olacağını hissediyordum.,"Ahora se habían mudado para siempre, me dijo Daisy por teléfono, pero no lo creí: no podía ver el corazón de Daisy, pero sabía que Tom seguiría buscando ansiosa y eternamente la turbulencia dramática de algún irrecuperable partido de fútbol."
