Single_ent,en,es,tr,vi
"['elizabeth', 'elizabeth–']","“Certainly,” replied [MASK], “there are such people, but I hope I am not one of them. I hope I never ridicule what is wise or good. Follies and nonsense, whims and inconsistencies, do divert me, I own, and I laugh at them whenever I can. But these, I suppose, are precisely what you are without.”","––Estoy de acuerdo ––respondió [MASK]–, hay gente así, pero creo que yo no estoy entre ellos. Espero que nunca llegue a ridiculizar lo que es bueno o sabio. Las insensateces, las tonterías, los caprichos y las inconsecuencias son las cosas que verdaderamente me divierten, lo confieso, y me río de ellas siempre que puedo. Pero supongo que éstas son las cosas de las que usted carece.","""Elbette,"" diye cevapladı [MASK] –""öyle insanlar var, ama umarım ben onlardan biri değilimdir. Akıllıca ve iyi olan bir şeyi umarım asla alay konusu etmem. Ahmaklık, saçmalık, zevzeklik, tutarsızlık, bunlar beni kışkırtır, doğrusu, ve her fırsatta bunlara gülerim. –Ama bunlar, sanırım, sizde asla görülecek şeyler değil.","[MASK] trả lời: - Đúng vậy, có những người như thế, nhưng tôi hy vọng tôi không có trong số ấy. Tôi mong tôi không bông đùa quá lố. Những điên rồ, bốc đồng vô nghĩa và bất nhất đều khiến tôi lấy làm vui, tôi thú thật, nên tôi cười cợt những điều này mỗi khi có thể. Nhưng tôi nghĩ anh không có tính ấy."
"['darcy', 'darcy–']","“No,” said [MASK], “I have made no such pretension. I have faults enough, but they are not, I hope, of understanding. My temper I dare not vouch for. It is, I believe, too little yielding; certainly too little for the convenience of the world. I cannot forget the follies and vices of others so soon as I ought, nor their offences against myself. My feelings are not puffed about with every attempt to move them. My temper would perhaps be called resentful. My good opinion once lost is lost for ever.”","––No ––dijo [MASK]–, no he pretendido decir eso. Tengo muchos defectos, pero no tienen que ver con la inteligencia. De mi carácter no me atrevo a responder; soy demasiado intransigente, en realidad, demasiado intransigente para lo que a la gente le conviene. No puedo olvidar tan pronto como debería las insensateces y los vicios ajenos, ni las ofensas que contra mí se hacen. Mis sentimientos no se borran por muchos esfuerzos que se hagan para cambiarlos. Quizá se me pueda acusar de rencoroso. Cuando pierdo la buena opinión que tengo sobre alguien, es para siempre.","""Hayır"" –dedi [MASK]. ""Hiç öyle bir iddiam yok. Benim de kusurlarım var, ama akılla ilgili olmadıklarını umarım. Yaradılışımı savunacak değilim. –Sanırım pek sevimli değil –herkesin çok hoşuna gidecek kadar değil. İnsanların ahmaklıklarını, kötülüklerini gereğince çabuk unutamıyorum, ya da bana yönelik kabalıklarını. Kimse duygularımı kolay kolay kışkırtamaz. Yaradılışım için kinci diyebiliriz belki. –Birinden bir kez soğuyunca ilelebet soğurum.","[MASK] phản bác: - Không, tôi không có ý khoe khoang như thế. Tôi có nhiều khuyết điểm, nhưng tôi mong các khuýêt điểm này không phải do nhận thức. Về tính khí của tôi, tôi không dám tự tâng bốc. Tôi nghĩ tính tôi ít chịu khuất phục - chắc chắn là không hợp với thiên hạ. Tôi không thể quên nhanh những thói xấu của người khác, hay những gì người khác xúc phạm tôi. Tâm tư tôi không dễ bị lay chuyển. Có lẽ nên nói rằng tôi hay phật ý. Một khi cảm nghĩ tốt của tôi đã mất là xem như không thể cứu vãn."
"['elizabeth', 'elizabeth–']","“That is a failing, indeed!” cried [MASK]. “Implacable resentment is a shade in a character. But you have chosen your fault well. I really cannot laugh at it. You are safe from me.”","––Ése es realmente un defecto ––replicó [MASK]–. El rencor implacable es verdaderamente una sombra en un carácter. Pero ha elegido usted muy bien su defecto. No puedo reírme de él. Por mi parte, está usted a salvo.","""Bu bir kusur işte!"" –diye haykırdı [MASK]. ""Katı kincilik karakterdeki bir gölgedir. Ama hatanızı iyi seçmişsiniz. Buna gerçekten gülemem. Benden yana emniyettesiniz.",[MASK] thốt lên: - Như thế là một khuyết điểm đấy! Thói phật ý không thể nào xoa dịu được chính là một phần của tính khí. Nhưng anh đã lựa chọn đúng khuyết điểm của anh – tôi thật sự không thể bông đùa. Anh được an toàn với tôi.
"['mr bennet', 'bennet']","“I hope, my dear,” said Mr. [MASK] to his wife, as they were at breakfast the next morning, “that you have ordered a good dinner to-day, because I have reason to expect an addition to our family party.”","––Espero, querida ––dijo el señor [MASK] a su esposa; mientras desayunaban a la mañana siguiente––, que hayas preparado una buena comida, porque tengo motivos para pensar que hoy se sumará uno más a nuestra mesa.","""Umarım, hayatım,"" dedi [MASK] karısına, ertesi sabah kahvaltı ederlerken, ""bugün iyi bir yemek hazırlanmasını söylemişsindir, çünkü aramıza katılım olacağını beklemek için sebeplerim var.","Khi cả gia đình cùng ăn sáng với nhau, ông [MASK] nói với vợ: - Tôi hy vọng bà sẽ chuẩn bị bữa ăn tối nay thật ngon, vì chúng ta sẽ có khách ghé thăm."
['charlotte lucas'],"“Who do you mean, my dear? I know of nobody that is coming, I am sure, unless [MASK] should happen to call in; and I hope my dinners are good enough for her. I do not believe she often sees such at home.”","––¿A quién te refieres, querido? No tengo noticia de que venga nadie, a no ser que a [MASK] se le ocurra visitarnos, y me parece que mis comidas son lo bastante buenas para ella. No creo que en su casa sean mejores.","""Kimi kastediyorsun, hayatım? Gelecek kimse yok; belki [MASK] uğrarsa uğrar –umarım sofram onun için yeterince iyidir. Böylesini kendi evinde bile sık göremez.","- Ông có ý gì thế? Tôi chưa nghe ai sẽ đến cả, ngoại trừ [MASK] sẽ có thể bất ngờ đến thăm. Nhưng tôi mong là thức ăn gia đình ta đủ ngon để tiếp đãi cô ấy, tôi không nghĩ cô ta thường được thưởng thức những món như thế ở nhà."
"['mr collins', 'collins', 'collin', 'señor collins']","After amusing himself some time with their curiosity, he thus explained:—“About a month ago I received this letter, and about a fortnight ago I answered it; for I thought it a case of some delicacy, and requiring early attention. It is from my cousin, Mr. [MASK], who, when I am dead, may turn you all out of this house as soon as he pleases.”","Después de divertirse un rato, excitando su curiosidad, les explicó: ––Hace un mes recibí esta carta, y la contesté hace unos quince días, porque pensé que se trataba de un tema muy delicado y necesitaba tiempo para reflexionar. Es de mi primo, el [MASK], el que, cuando yo me muera, puede echaros de esta casa en cuanto le apetezca.","Kendini bir süre onların merakıyla eğlendirdikten sonra, açıklamayı yaptı– ""Bir ay kadar önce bu mektubu aldım; on beş gün kadar önce cevap verdim, çünkü dikkatle ele alınması gereken nazik bir mesele olduğunu düşündüm. Yeğenim [MASK]'den geliyor, hani, ben ölünce istediği an hepinizi bu evden atabilecek adamdan.","Sau một lúc tiêu khiển với tính hiếu kỳ của vợ con, ông từ tốn giải thích: - Khoảng một tháng trước tôi nhận được là thư này, và hai tuần trước tôi đã trả lời, vì tôi nghĩ rằng đây là chuyện tế nhị nên tôi cần chú ý từ đầu. Đấy là thư của anh [MASK], người mà sau khi tôi chết có thể đuổi mọi người ra khỏi ngôi nhà này nếu anh ta muốn."
"['mrs bennet', 'señora bennet––', 'bennet']","“That is all very proper and civil, I am sure,” said Mrs. [MASK], “and I dare say she is a very agreeable woman. It is a pity that great ladies in general are not more like her. Does she live near you, sir?”",––Todo eso está muy bien y es muy cortés por su parte ––comentó la [MASK]. Debe ser una mujer muy agradable. Es una pena que las grandes damas en general no se parezcan mucho a ella. ¿Vive cerca de usted?,"""Bunlar gayet yerinde ve kibarca hareketler,"" dedi [MASK], ""çok sevimli bir kadın olduğu belli. Büyük hanımların daha çok onun gibi olmamaları çok yazık. Size yakın mı yaşıyor, beyefendi?","Bà [MASK] nói: - Tất cả những việc này đều đúng cách và lịch sự, nên tôi tin chắc bà ấy là một người phụ nữ rất dễ chịu. Điều đáng tiếc là những mệnh phụ như thế không được nhiều. Bà ấy sống có gần ông không?"
"['mr bennet', 'bennet', 'bennet––']","“You judge very properly,” said Mr. [MASK]; “and it is happy for you that you possess the talent of flattering with delicacy. May I ask whether these pleasing attentions proceed from the impulse of the moment, or are the result of previous study?”","––Juzga usted muy bien ––dijo el señor [MASK], y es una suerte que tenga el talento de saber adular con delicadeza. ¿Puedo preguntarle si esos gratos cumplidos se le ocurren espontáneamente o si son el resultado de un estudio previo?","""Çok yerinde bir düşünce,"" dedi [MASK], ""ayrıca, ince iltifatlar etme yeteneğine sahip olmanız da hoş. Bu tatlı sözler o anda mı doğuyor yoksa önceden çalışılıyorlar mı, merak ediyorum.","Ông [MASK] nói: - Ông nhận xét rất đúng, ông đã làm cho người khác hài lòng qua cung cách tế nhị. Nhân đây, xin hỏi rằng những cử chỉ ấy xuất phát vào sự việc diễn ra, hay là kết quả của việc nghiên cứu trước."
"['mrs bennet', 'bennet', 'señora bennet']","Mrs. [MASK] treasured up the hint, and trusted that she might soon have two daughters married; and the man whom she could not bear to speak of the day before, was now high in her good graces.","La [MASK] se dio por enterada, y confiaba en que pronto tendría dos hijas casadas. El hombre de quien el día antes no quería ni oír hablar, se convirtió de pronto en el objeto de su más alta estimación.","[MASK] aldığı işarete dört elle sarıldı, ve yakında iki kızını evlendirebileceğine inandı; daha dün adını duymaya bile dayanamadığı adam şimdi gözüne girmişti.","Bà [MASK] rất lưu tâm đến lời ngụ ý này, và tin rằng chẳng bao lâu hai cô con gái của bà sẽ đính hôn. Anh chàng mà bà không thể chịu đựng nổi mỗi khi nói đến hai ngày trước giờ được bà trọng đãi như khách quý."
"['mrs philips', 'señora philips', 'philips']","“I know little of the game at present,” said he, “but I shall be glad to improve myself; for in my situation of life——” Mrs. [MASK] was very thankful for his compliance, but could not wait for his reason.","––Conozco poco este juego, ahora ––le dijo––, pero me gustaría aprenderlo mejor, debido a mi situación en la vida. La [MASK] le agradeció su condescendencia, pero no pudo entender aquellas razones.","""Henüz oyun hakkında pek az şey biliyorum,"" dedi, ""ama kendimi geliştirmek isterim, çünkü insan benim durumumda–"" [MASK] gösterdiği uyum için teşekkür etti ama nedenini duymak istemedi.","Anh nói: - Tôi không biết chơi nhiều về lối chơi này, nhưng tôi sẽ rất vui có cơ hội học thêm, vì trong hoàn cảnh cuộc sống của tôi. Bà [MASK] cảm ơn anh đã chiều theo bà, nhưng không thể chờ nghe lý do của anh."
"['wickham––', 'wickham']","“I have no right to give my opinion,” said [MASK], “as to his being agreeable or otherwise. I am not qualified to form one. I have known him too long and too well to be a fair judge. It is impossible for me to be impartial. But I believe your opinion of him would in general astonish—and, perhaps, you would not express it quite so strongly anywhere else. Here you are in your own family.”",––Yo no tengo derecho a decir si es o no es antipático ––continuó el señor [MASK]. No soy el más indicado para ello. Le he conocido durante demasiado tiempo y demasiado bien para ser un juez justo. Me sería imposible ser imparcial. Pero creo que la opinión que tiene de él sorprendería a cualquiera y puede que no la expresaría tan categóricamente en ninguna otra parte. Aquí está usted entre los suyos.,"""Benim görüşümü söylemeye hakkım yok,"" dedi [MASK], ""sevimli mi değil mi bilemem. Görüş verme yetkim yok. Onu doğru karar veremeyecek kadar uzun zamandır ve iyi tanıyorum. Tarafsız olmam imkânsız. Ama inanıyorum ki onun hakkındaki fikriniz çok kişiye şaşırtıcı gelir –ama belki bunu başka yerde böyle güçlü biçimde ifade etmezsiniz. Burada ne de olsa aile içindesiniz.","[MASK] nói: - Tôi không có quyền cho ý kiến của tôi về việc anh ấy có dễ chịu không. Tôi không đủ tư cách cho ý kiến. Tôi đã biết anh ấy quá lâu và quá rõ nên không đủ công tâm để xét đoán anh ấy. Tôi không thể giữ vô tư. Nhưng tôi tin ý kiến của cô về anh ấy đáng gây ngạc nhiên – và có lẽ ở nơi nào khác cô không nặng lời như thế. Nơi này, cô đang ở trong gia đình của cô."
