line_no,Ent,en,vi,tr,es
55,,"The horses stopped to breathe again, and the guard got down to skid the wheel for the descent, and open the coach-door to let the passengers in.","Bốn con ngựa lại dừng và thở, người hộ tống nhảy xuống gắn bộ thắng vào bánh sau cỗ xe để chuẩn bị xuống dốc rồi mở cửa cho hành khách lên.",Atlar soluklanmak için durdular ve muhafız tekerleklerin altına iniş için gereken takozu koyduktan sonra yolcuların binmesi için arabanın kapısını açtı.,Dominó al fin la pendiente el pesado carromato: los fatigados caballos hicieron nuevo alto para tomar aliento y el guarda saltó al camino para echar los frenos a las ruedas y abrir la portezuela a fin de que montasen los viajeros.
57,,"“What do you say, Tom?”","− Chuyện gì đó, Tom? Cả hai cùng lắng nghe.","""Ne var Tom?""","—¡Pepe!—murmuró el postillón, bajando la cabeza y la voz."
58,,They both listened.,"− Chuyện gì đó, Tom? Cả hai cùng lắng nghe.",İkisi de kulak kabarttılar.,"—¿Qué hay, Tomás?—contestó el guarda."
59,"['pepe', 'joe']","“I say a horse at a canter coming up, Joe.”","− Hình như có ngựa đang phi nước kiệu tới, Joe.","""Hızlıca bize yaklaşan bir at var Joe.","—Me parece que se nos acerca un caballo al trote, Pepe."
60,"['tomás', 'tom']","“I say a horse at a gallop, Tom,” returned the guard, leaving his hold of the door, and mounting nimbly to his place.","− Phi nước đại mới đúng, Tom, - người hộ tống đáp, buông tay khỏi cửa xe rồi thoăn thoắt leo lên chỗ ngồi đằng sau của mình.","Muhafız, ""Bence dörtnala yaklaşıyor Tom,"" diye karşılık verdi ve kapı tutmayı bırakarak çabucak yerine çıktı.","—A mí me parece que viene a galope, Tomás—replicó el guarda, soltando la portezuela y encaramándose de un salto a su sitio."
63,,"With this hurried adjuration, he cocked his blunderbuss, and stood on the offensive.","- Quý ông! Nhân danh đức vua, tất cả chú ý! Vừa hấp tấp kêu gọi, ông ta vừa lên cò khẩu súng nòng loe và đứng thủ thế.",Bu telaşlı ricayla beraber tüfeğin horozunu kaldırarak savunmaya geçti.,"Lanzado el llamamiento, empuñó su arcabuz y permaneció a la defensiva."
64,,"The passenger booked by this history, was on the coach-step, getting in; the two other passengers were close behind him, and about to follow.",Người hành khách nhân vật của câu chuyện dợm bước lên bậc cửa xe ngựa; hai hành khách kia đứng sát đằng sau cũng định lên theo.,Bu tarihsel kayda konu olan yolcu tam o sırada arabaya binmekteydi; diğer iki yolcu da hemen arkasındaydı.,"Hallábase el viajero a quien se refiere esta historia sobre el estribo, dispuesto a entrar en la diligencia, y los dos restantes continuaban en la carretera dispuestos a seguirle."
65,,"He remained on the step, half in the coach and half out of; they remained in the road below him.","Ông ta vẫn còn đứng ở bậc lên xuống, người nửa trong nửa ngoài nên hai vị kia phải chờ dưới đất.","Adam vücudunun yarısı arabada, yarısı dışarıda, basamakta öylece kalakaldı; diğerleri de aynı şekilde yolda.","El primero continuó en el estribo, y como consecuencia, sus dos compañeros de viaje hubieron de permanecer en la carretera."
66,,"They all looked from the coachman to the guard, and from the guard to the coachman, and listened.","Cả ba hết nhìn người đánh xe sang người hộ tống, rồi lại từ người hộ tống sang người đánh xe, đứng yên nghe ngóng.","Hepsi bir arabacıya, bir muhafıza bakıp kulak kabarttılar.","Los tres paseaban sus miradas desde el postillón al guarda y desde el guarda al postillón, y escuchaban."
67,,"The coachman looked back and the guard looked back, and even the emphatic leader pricked up his ears and looked back, without contradicting.","Người đánh xe ngoái nhìn, người hộ tống cũng ngoái nhìn, cả con ngựa dẫn đầu cũng vểnh tai ngoái nhìn theo không phản đối.","Arabacı arkaya baktı, peşinden muhafız baktı, hatta en baştaki at bile onlara uyarak kulaklarını dikip arkaya baktı.","El postillón había vuelto atrás la cabeza, el guarda hizo lo propio, y hasta el caballo delantero aguzó las orejas y miró atrás, para no ser nota discordante."
68,,"The stillness consequent on the cessation of the rumbling and labouring of the coach, added to the stillness of the night, made it very quiet indeed.","Sự tĩnh lặng sau khi chiếc xe thư đã thôi quằn quại, ì ạch, lại thêm trời đêm tịch mịch, khiến không gian càng im ắng như tờ.",Arabanın tıkırtısının kesilmesiyle çöken dinginliğin üstüne bir de gecenin dinginliği eklenince iyice sessizleşmişti her yan.,"El silencio consiguiente a la cesación del rodar del vehículo, añadido al silencio de la noche, hizo que en la cima de la colina reinara un silencio solemne."
69,,"The panting of the horses communicated a tremulous motion to the coach, as if it were in a state of agitation.",Tiếng thở hồng hộc của lũ ngựa làm cỗ xe cũng run rẩy theo cứ như nó cũng đang bị kích động.,Atların solumaları sanki heyecanlanmış gibi huzursuzca titretiyordu arabayı.,El jadear de los caballos comunicaba al coche un movimiento trémulo que le daba apariencias de monstruo dominado por intensa agitación.
70,,"The hearts of the passengers beat loud enough perhaps to be heard; but at any rate, the quiet pause was audibly expressive of people out of breath, and holding the breath, and having the pulses quickened by expectation.","Trái tim ba hành khách có lẽ đập mạnh tới mức nghe thấy được; hay nói đúng hơn, trạng thái dừng sững im lìm ấy đã bộc lộ rõ những con người đang hụt hơi, nín thở và tim đập dồn vì chờ đợi.","Yolcuların kalbi dışarıdan duyulacak kadar hızlı atıyordu; zaten bu sessiz duraklayış, soluk soluğa kalışlarını, soluklarını tutuşlarını ve başlarına geleceklerin düşüncesiyle çarpan kalplerini olduğu gibi duyurmuştu etrafa.","Latían con fuerza tal los corazones de los viajeros, que probablemente no hubiera sido imposible oir sus latidos, pero si esto no, al menos la quietud solemne de la escena evidenciaba que sus personajes contenían el aliento, o no le tenían para respirar, y que sus pulsaciones eran rápidas por efecto de la expectación."
71,,The sound of a horse at a gallop came fast and furiously up the hill.,Tiếng vó ngựa phi nước đại lên đồi càng lúc nhanh và mạnh mẽ.,Dörtnala koşan atın öfkeli sesi tepeye kadar geldi.,Retumbaban en el silencio de la noche los cascos del caballo que subía la rampa a galope furioso.
72,,"“So-ho!” the guard sang out, as loud as he could roar.",− Ô hô! - Người hộ tống lấy hết sức gào to. - Ai kia? Đứng lại! Tôi bắn đó!,"Var gücüyle ""Heey!"" diye seslendi muhafız. ""Dur orada!",Retumbaban en el silencio de la noche los cascos del caballo que subía la rampa a galope furioso.
76,,"The pace was suddenly checked, and, with much splashing and floundering, a man’s voice called from the mist, “Is that the Dover mail?”","Nhịp vó đột ngột hãm lại và giữa tiếng bùn văng và tiếng bước loạng choạng, một giọng người vang lên trong sương mù: − Phải xe thư Dover đó không? −","Dizginler aniden çekilmişti, çamur şapırtılarının ve sislerin içinden bir adam sesi yükseldi, ""Dover postası mı bu?",Cesó el desenfrenado galopar y rasgó los aires una voz de hombre que preguntó: —¿Es esa la diligencia de Dover?
77,,“Never you mind what it is!” the guard retorted.,Phải hay không thì hỏi làm gì? - Người hộ tống bắt bẻ. - Ngươi là ai? −,"Muhafız, ""Sana ne?"" diyerek sertçe karşılık verdi.",—¡Eso lo veremos más tarde!—replicó el guarda.
82,,“What passenger?”,− Khách nào? − Ông Jarvis Lorry.,"""Hangi yolcuyla?",—¿Qué pasajero?
83,"['jarvis lorry', 'mauricio lorry']",“mr Jarvis Lorry.”,− Khách nào? − Ông Jarvis Lorry.,"""mr Jarvis Lorry'yle.",—El señor Mauricio Lorry.
84,,Our booked passenger showed in a moment that it was his name.,Nhân vật trong sách của chúng ta liền xác nhận đó là tên mình.,Az sonra bizim yolcu bu kişinin kendisi olduğunu söyledi.,Inmediatamente manifestó el viajero de quien venimos hablando que Mauricio Lorry era él.
85,,"The guard, the coachman, and the two other passengers eyed him distrustfully.","Người hộ tống, người đánh xe, và hai hành khách kia nhìn ông ta đầy nghi ngờ.","Muhafız, arabacı ve diğer iki yolcu kuşkulu gözlerle ona baktılar.","El guarda, el postillón y sus dos compañeros de viaje le dirigieron miradas de desconfianza."
86,,"“Keep where you are,” the guard called to the voice in the mist, “because, if I should make a mistake, it could never be set right in your lifetime.","− Đứng yên đó, - người hộ tống nói với người trong sương mù, - ta mà lỡ tay thì nhà ngươi tàn đời vô phương cứu vãn.","Muhafız, sisler arasındaki adama, ""Olduğun yerde kal!"" dedi, ""Hata yapacak olursan pişman olursun.","—Tenga usted presente que si cometo un error, lo que me ocurre algunas veces, no habrá en el mundo quien sea capaz de repararlo."
87,,Gentleman of the name of Lorry answer straight.”,Quý khách tên Lorry trả lời ngay đi.,"mr Lorry, konuşun lütfen.","Caballero llamado Lorry, ¡conteste con verdad a mis preguntas!"
88,,"“What is the matter?” asked the passenger, then, with mildly quavering speech.","− Có việc gì? - Hành khách ấy lên tiếng, rồi hơi ngập ngừng hỏi tiếp.","Yolcu, ""Nedir mesele?"" diye sorduktan sonra hafif titrek bir sesle, ""Kimsiniz?","—¿Qué pasa?—preguntó el interpelado, con voz ligeramente temblorosa."
91,,"(“I don’t like Jerry’s voice, if it is Jerry,” growled the guard to himself.","- Ai cần tìm tôi? Phải Jerry không? (“Mình không ưa cái giọng tên Jerry này, nếu đúng là hắn,” người hộ tống lẩm bẩm một mình.","(Muhafız, ""Jerry midir nedir, herifin sesini hiç beğenmedim,"" diye homurdandı kendi kendine ""sesi benimkinden bile boğuk. "")","—Si ese individuo es Jeremías, maldito lo que me gusta la voz de Jeremías—gruñó el guarda entre dientes."
93,,"“Yes, mr Lorry.”","Phải đó, ông Lorry.","""Evet mr Lorry.","—El mismo, señor Lorry—respondió el del caballo."
94,,“What is the matter?”,− Có việc gì? −,"""Ne oldu?",—¿Qué pasa?
95,,“A despatch sent after you from over yonder.,Có tin nhắn của T. và Hội đoàn gửi cho ông.,"""Ardınızdan size bir pusula gönderdiler.",—Despacho de allá para usted: T. y Compañía.
97,,"“I know this messenger, guard,” said mr Lorry, getting down into the road—assisted from behind more swiftly than politely by the other two passengers, who immediately scrambled into the coach, shut the door, and pulled up the window.","Hai hành khách kia đứng đằng sau đỡ ông xuống hấp tấp chứ không lịch sự rồi họ lập tức chui vào trong cỗ xe, đóng sập cửa, và kéo kín cửa sổ. - Cho người này tới gần được; không sao đâu.","mr Lorry, arkasındaki iki yolcunun kibarlıktan çok aceleden kaynaklanan desteğiyle basamaktan inerken, ""Bu haberciyi tanıyorum muhafız,"" dedi, bu arada diğer iki yolcu apar topar arabaya binip kapıyı kapamış, pencereyi örtmüşlerdi.","—Conozco al mensajero, guarda—dijo Lorry, saltando desde el estribo al camino, ayudado, y no con suavidad, por sus dos compañeros de viaje, que tiraron de la esclavina de su abrigo, montaron inmediatamente, cerraron la portezuela y subieron el cristal."
