cont_cnt,latency,longest_suffix,prob,prompt_cnt,suffix_len,token_ids,tokens
22,625.8203983306885,did you do afterwards? Did you go straight home,0.41509433962264153,53,10,"[1258, 366, 437, 12335, 29973, 7440, 366, 748, 7812, 3271, 6677]","['▁did', '▁you', '▁do', '▁afterwards', '?', '▁Did', '▁you', '▁go', '▁straight', '▁home', '?”']"
52,838.895320892334,"is said that passion makes one think in a circle. Certainly with hideous iteration the bitten lips of Dorian Gray shaped and reshaped those subtle words that dealt with soul and sense, till he had found in them the full expression, as",1.0,52,55,"[739, 338, 1497, 393, 15935, 3732, 697, 1348, 297, 263, 8607, 29889, 315, 13946, 368, 411, 9563, 681, 12541, 278, 2586, 841, 17186, 310, 9579, 713, 18956, 528, 10501, 322, 620, 29882, 10501, 1906, 12059, 280, 3838, 393, 316, 1997, 411, 10752, 322, 4060, 29892, 3428, 540, 750, 1476, 297, 963, 278, 2989, 4603, 29892, 408, 372]","['▁It', '▁is', '▁said', '▁that', '▁passion', '▁makes', '▁one', '▁think', '▁in', '▁a', '▁circle', '.', '▁C', 'ertain', 'ly', '▁with', '▁hide', 'ous', '▁iteration', '▁the', '▁bit', 'ten', '▁lips', '▁of', '▁Dor', 'ian', '▁Gray', '▁sh', 'aped', '▁and', '▁res', 'h', 'aped', '▁those', '▁subt', 'le', '▁words', '▁that', '▁de', 'alt', '▁with', '▁soul', '▁and', '▁sense', ',', '▁till', '▁he', '▁had', '▁found', '▁in', '▁them', '▁the', '▁full', '▁expression', ',', '▁as', '▁it']"
18,1336.545705795288,"were, of his mood, and justified, by intellectual approval, passions that without such justification would still have dominated his temper. From cell to cell of his brain crept the one thought; and the wild desire to live, most terrible of all man’s appetites, quick",1.0,18,63,"[892, 29892, 310, 670, 286, 2092, 29892, 322, 925, 2164, 29892, 491, 29762, 2134, 791, 29892, 1209, 1080, 393, 1728, 1316, 925, 2450, 723, 1603, 505, 8022, 630, 670, 6238, 29889, 3645, 3038, 304, 3038, 310, 670, 17294, 907, 415, 278, 697, 2714, 29936, 322, 278, 8775, 13521, 304, 5735, 29892, 1556, 16403, 310, 599, 767, 30010, 29879, 623, 300, 3246, 29892, 4996, 6419]","['▁were', ',', '▁of', '▁his', '▁m', 'ood', ',', '▁and', '▁just', 'ified', ',', '▁by', '▁intellectual', '▁appro', 'val', ',', '▁pass', 'ions', '▁that', '▁without', '▁such', '▁just', 'ification', '▁would', '▁still', '▁have', '▁domin', 'ated', '▁his', '▁temper', '.', '▁From', '▁cell', '▁to', '▁cell', '▁of', '▁his', '▁brain', '▁cre', 'pt', '▁the', '▁one', '▁thought', ';', '▁and', '▁the', '▁wild', '▁desire', '▁to', '▁live', ',', '▁most', '▁terrible', '▁of', '▁all', '▁man', '’', 's', '▁app', 'et', 'ites', ',', '▁quick', 'ened']"
49,590.5246734619141,"into force each trembling nerve and fibre. Ugliness that had once been hateful to him because it made things real, became dear to him now for that very reason. Ugliness was the one reality. The coarse brawl, the loathsome den, the crude violence",1.0,49,65,"[964, 4889, 1269, 14586, 21435, 302, 7143, 322, 18755, 276, 29889, 501, 29887, 1915, 404, 393, 750, 2748, 1063, 298, 22279, 304, 1075, 1363, 372, 1754, 2712, 1855, 29892, 3897, 9425, 304, 1075, 1286, 363, 393, 1407, 2769, 29889, 501, 29887, 1915, 404, 471, 278, 697, 16832, 29889, 450, 1302, 7989, 289, 1610, 29880, 29892, 278, 658, 493, 5372, 972, 29892, 278, 7618, 311, 21448, 310]","['▁into', '▁force', '▁each', '▁trem', 'bling', '▁n', 'erve', '▁and', '▁fib', 're', '.', '▁U', 'g', 'lin', 'ess', '▁that', '▁had', '▁once', '▁been', '▁h', 'ateful', '▁to', '▁him', '▁because', '▁it', '▁made', '▁things', '▁real', ',', '▁became', '▁dear', '▁to', '▁him', '▁now', '▁for', '▁that', '▁very', '▁reason', '.', '▁U', 'g', 'lin', 'ess', '▁was', '▁the', '▁one', '▁reality', '.', '▁The', '▁co', 'arse', '▁b', 'raw', 'l', ',', '▁the', '▁lo', 'ath', 'some', '▁den', ',', '▁the', '▁cru', 'de', '▁violence', '▁of']"
38,1624.5355606079102,"disordered life, the very vileness of thief and outcast, were more vivid, in their intense actuality of impression, than all the gracious shapes of art, the dreamy shadows of song. They were what he needed for forgetfulness. In three days he would be free",1.0,38,63,"[766, 21693, 2834, 29892, 278, 1407, 11928, 18543, 310, 266, 2575, 322, 714, 4384, 29892, 892, 901, 325, 3640, 29892, 297, 1009, 17818, 344, 3935, 537, 310, 17188, 29892, 1135, 599, 278, 2646, 8802, 25834, 310, 1616, 29892, 278, 12561, 29891, 528, 23626, 310, 4823, 29889, 2688, 892, 825, 540, 4312, 363, 9566, 1319, 2264, 29889, 512, 2211, 3841, 540, 723, 367, 3889, 29889]","['▁dis', 'ordered', '▁life', ',', '▁the', '▁very', '▁vil', 'eness', '▁of', '▁th', 'ief', '▁and', '▁out', 'cast', ',', '▁were', '▁more', '▁v', 'ivid', ',', '▁in', '▁their', '▁inten', 'se', '▁actual', 'ity', '▁of', '▁impression', ',', '▁than', '▁all', '▁the', '▁gra', 'cious', '▁shapes', '▁of', '▁art', ',', '▁the', '▁dream', 'y', '▁sh', 'adows', '▁of', '▁song', '.', '▁They', '▁were', '▁what', '▁he', '▁needed', '▁for', '▁forget', 'ful', 'ness', '.', '▁In', '▁three', '▁days', '▁he', '▁would', '▁be', '▁free', '.']"
1,529.4673442840576,"At the end of the room there was a little staircase, leading to a darkened chamber. As Dorian",1.0,1,24,"[2180, 278, 1095, 310, 278, 5716, 727, 471, 263, 2217, 380, 1466, 4878, 29892, 8236, 304, 263, 6501, 6419, 24171, 29889, 1094, 9579, 713, 29117]","['▁At', '▁the', '▁end', '▁of', '▁the', '▁room', '▁there', '▁was', '▁a', '▁little', '▁st', 'air', 'case', ',', '▁leading', '▁to', '▁a', '▁dark', 'ened', '▁chamber', '.', '▁As', '▁Dor', 'ian', '▁hurried']"
98,1016.573429107666,"up its three rickety steps, the heavy odour of opium met him. He heaved a deep breath,",1.0,98,25,"[701, 967, 2211, 364, 860, 3305, 6576, 29892, 278, 9416, 2413, 473, 310, 1015, 1974, 1539, 1075, 29889, 940, 540, 10511, 263, 6483, 16172, 29892, 322]","['▁up', '▁its', '▁three', '▁r', 'ick', 'ety', '▁steps', ',', '▁the', '▁heavy', '▁od', 'our', '▁of', '▁op', 'ium', '▁met', '▁him', '.', '▁He', '▁he', 'aved', '▁a', '▁deep', '▁breath', ',', '▁and']"
102,476.3932228088379,"his nostrils quivered with pleasure. When he entered, a young man with smooth yellow hair, who was b",1.0,102,25,"[670, 20990, 29878, 2719, 1750, 369, 287, 411, 15377, 29889, 1932, 540, 7802, 29892, 263, 4123, 767, 411, 10597, 13328, 11315, 29892, 1058, 471, 289, 2548]","['▁his', '▁nost', 'r', 'ils', '▁qui', 'ver', 'ed', '▁with', '▁pleasure', '.', '▁When', '▁he', '▁entered', ',', '▁a', '▁young', '▁man', '▁with', '▁smooth', '▁yellow', '▁hair', ',', '▁who', '▁was', '▁b', 'ending']"
88,193.6507225036621,"over a lamp lighting a long thin pipe, looked up at him and nodded in a hesitating manner",0.967032967032967,91,23,"[975, 263, 28692, 3578, 292, 263, 1472, 16835, 14282, 29892, 5148, 701, 472, 1075, 322, 18778, 7176, 297, 263, 19066, 277, 1218, 8214, 29889]","['▁over', '▁a', '▁lamp', '▁light', 'ing', '▁a', '▁long', '▁thin', '▁pipe', ',', '▁looked', '▁up', '▁at', '▁him', '▁and', '▁nod', 'ded', '▁in', '▁a', '▁hes', 'it', 'ating', '▁manner', '.']"
55,490.0097846984863,ian walked to the door with a look of pain in,1.0,55,11,"[9579, 713, 17096, 304, 278, 3050, 411, 263, 1106, 310, 6788, 297, 670]","['▁Dor', 'ian', '▁walked', '▁to', '▁the', '▁door', '▁with', '▁a', '▁look', '▁of', '▁pain', '▁in', '▁his']"
43,26.037216186523438,"face. As he drew the curtain aside, a hideous laugh broke",1.0,43,15,"[3700, 29889, 1094, 540, 15010, 278, 3151, 2408, 17786, 29892, 263, 9563, 681, 10569, 14455, 515]","['▁face', '.', '▁As', '▁he', '▁drew', '▁the', '▁cur', 'tain', '▁aside', ',', '▁a', '▁hide', 'ous', '▁laugh', '▁broke', '▁from']"
50,659.2111587524414,the painted lips of the woman who had taken his money,1.0,50,11,"[278, 23139, 17186, 310, 278, 6114, 1058, 750, 4586, 670, 6909, 29889]","['▁the', '▁painted', '▁lips', '▁of', '▁the', '▁woman', '▁who', '▁had', '▁taken', '▁his', '▁money', '.']"
16,968.8222408294678,"“There goes the devil’s bargain!” she hiccoughed, in a hoarse voice",1.0,16,23,"[1346, 8439, 5771, 278, 29754, 30010, 29879, 289, 1191, 475, 8530, 1183, 298, 293, 29883, 820, 287, 29892, 297, 263, 5089, 7989, 7314, 29889]","['▁“', 'There', '▁goes', '▁the', '▁devil', '’', 's', '▁b', 'arg', 'ain', '!”', '▁she', '▁h', 'ic', 'c', 'ough', 'ed', ',', '▁in', '▁a', '▁ho', 'arse', '▁voice', '.']"
50,785.799503326416,"ous, concentrated on evil, with stained mind, and soul hungry for rebellion, Dorian Gray hastened on, quickening his step",1.0,50,32,"[8251, 681, 29892, 14953, 630, 373, 16126, 29892, 411, 380, 7114, 3458, 29892, 322, 10752, 9074, 14793, 363, 337, 12562, 291, 29892, 9579, 713, 18956, 14973, 6419, 373, 29892, 4996, 8333, 670, 4331, 408]","['▁Call', 'ous', ',', '▁concentr', 'ated', '▁on', '▁evil', ',', '▁with', '▁st', 'ained', '▁mind', ',', '▁and', '▁soul', '▁hun', 'gry', '▁for', '▁re', 'bell', 'ion', ',', '▁Dor', 'ian', '▁Gray', '▁hast', 'ened', '▁on', ',', '▁quick', 'ening', '▁his', '▁step', '▁as']"
45,773.6408710479736,"he went, but as he darted aside into a dim archway, that had served him often as a",0.9574468085106383,47,23,"[540, 3512, 29892, 541, 408, 540, 270, 442, 287, 17786, 964, 263, 3964, 3190, 1582, 29892, 393, 750, 6766, 1075, 4049, 408, 263, 3273]","['▁he', '▁went', ',', '▁but', '▁as', '▁he', '▁d', 'art', 'ed', '▁aside', '▁into', '▁a', '▁dim', '▁arch', 'way', ',', '▁that', '▁had', '▁served', '▁him', '▁often', '▁as', '▁a', '▁short']"
37,931.6105842590332,"cut to the ill-famed place where he was going, he felt himself suddenly seized from behind, and before",0.7708333333333334,48,23,"[5700, 304, 278, 4486, 29899, 29888, 2795, 2058, 988, 540, 471, 2675, 29892, 540, 7091, 3654, 11584, 25291, 515, 5742, 29892, 322, 1434, 540]","['▁cut', '▁to', '▁the', '▁ill', '-', 'f', 'amed', '▁place', '▁where', '▁he', '▁was', '▁going', ',', '▁he', '▁felt', '▁himself', '▁suddenly', '▁seized', '▁from', '▁behind', ',', '▁and', '▁before', '▁he']"
45,832.3211669921875,"had time to defend himself, he was thrust back against the wall, with a brutal hand round his throat",1.0,45,23,"[750, 931, 304, 24663, 3654, 29892, 540, 471, 29684, 1250, 2750, 278, 10090, 29892, 411, 263, 26644, 284, 1361, 4513, 670, 20961, 271, 29889]","['▁had', '▁time', '▁to', '▁defend', '▁himself', ',', '▁he', '▁was', '▁thrust', '▁back', '▁against', '▁the', '▁wall', ',', '▁with', '▁a', '▁brut', 'al', '▁hand', '▁round', '▁his', '▁thro', 'at', '.']"
22,363.5673522949219,ian Gray drew a long breath. “You have been,1.0,22,11,"[9579, 713, 18956, 15010, 263, 1472, 16172, 29889, 1346, 3492, 505, 1063, 373]","['▁Dor', 'ian', '▁Gray', '▁drew', '▁a', '▁long', '▁breath', '.', '▁“', 'You', '▁have', '▁been', '▁on']"
24,1083.8723182678223,"the brink of committing a terrible crime, my man,”",1.0,24,13,"[278, 1506, 682, 310, 844, 5367, 263, 16403, 17268, 29892, 590, 767, 3995, 540]","['▁the', '▁br', 'ink', '▁of', '▁comm', 'itting', '▁a', '▁terrible', '▁crime', ',', '▁my', '▁man', ',”', '▁he']"
24,328.6430835723877,"said, looking at him sternly. “Let this be a",1.0,24,13,"[1497, 29892, 3063, 472, 1075, 27784, 368, 29889, 1346, 12024, 445, 367, 263, 9177]","['▁said', ',', '▁looking', '▁at', '▁him', '▁stern', 'ly', '.', '▁“', 'Let', '▁this', '▁be', '▁a', '▁warning']"
24,1286.700963973999,to you not to take vengeance into your own hands,0.47058823529411764,51,12,"[304, 366, 451, 304, 2125, 6003, 479, 749, 964, 596, 1914, 6567, 3178]","['▁to', '▁you', '▁not', '▁to', '▁take', '▁ven', 'ge', 'ance', '▁into', '▁your', '▁own', '▁hands', '.”']"
50,426.84435844421387,went to his room and dressed. There was a wild recklessness of gaiety,0.9803921568627451,51,18,"[940, 3512, 304, 670, 5716, 322, 27121, 29889, 1670, 471, 263, 8775, 25527, 2222, 2264, 310, 330, 1794, 3305, 297]","['▁He', '▁went', '▁to', '▁his', '▁room', '▁and', '▁dressed', '.', '▁There', '▁was', '▁a', '▁wild', '▁reck', 'less', 'ness', '▁of', '▁g', 'ai', 'ety', '▁in']"
51,510.2391242980957,"his manner as he sat at table, but now and then a thrill of",0.9622641509433962,53,16,"[670, 8214, 408, 540, 3290, 472, 1591, 29892, 541, 1286, 322, 769, 263, 1468, 453, 310, 15115]","['▁his', '▁manner', '▁as', '▁he', '▁sat', '▁at', '▁table', ',', '▁but', '▁now', '▁and', '▁then', '▁a', '▁thr', 'ill', '▁of', '▁terror']"
48,897.5422382354736,"ran through him when he remembered that, pressed against the window of the conservatory",0.96,50,16,"[6350, 1549, 1075, 746, 540, 21832, 393, 29892, 15385, 2750, 278, 3474, 310, 278, 8976, 7606, 29892]","['▁ran', '▁through', '▁him', '▁when', '▁he', '▁remembered', '▁that', ',', '▁pressed', '▁against', '▁the', '▁window', '▁of', '▁the', '▁conserv', 'atory', ',']"
49,474.90453720092773,"like a white handkerchief, he had seen the face of James Vane watching him",0.98,50,19,"[763, 263, 4796, 1361, 3946, 305, 2575, 29892, 540, 750, 3595, 278, 3700, 310, 5011, 478, 1662, 21217, 1075, 29889]","['▁like', '▁a', '▁white', '▁hand', 'ker', 'ch', 'ief', ',', '▁he', '▁had', '▁seen', '▁the', '▁face', '▁of', '▁James', '▁V', 'ane', '▁watching', '▁him', '.']"
45,903.1190872192383,"ian strolled along by his side. The keen aromatic air, the brown and red lights that glimmer",1.0,45,24,"[9579, 713, 380, 24476, 3412, 491, 670, 2625, 29889, 450, 28430, 263, 456, 2454, 4799, 29892, 278, 17354, 322, 2654, 26068, 393, 330, 2576, 1050, 287]","['▁Dor', 'ian', '▁st', 'rolled', '▁along', '▁by', '▁his', '▁side', '.', '▁The', '▁keen', '▁a', 'rom', 'atic', '▁air', ',', '▁the', '▁brown', '▁and', '▁red', '▁lights', '▁that', '▁g', 'lim', 'mer', 'ed']"
53,517.9052352905273,"in the wood, the hoarse cries of the beaters ringing out from time to time, and",1.0,53,22,"[297, 278, 8112, 29892, 278, 5089, 7989, 274, 2722, 310, 278, 367, 10412, 9228, 292, 714, 515, 931, 304, 931, 29892, 322, 278]","['▁in', '▁the', '▁wood', ',', '▁the', '▁ho', 'arse', '▁c', 'ries', '▁of', '▁the', '▁be', 'aters', '▁ring', 'ing', '▁out', '▁from', '▁time', '▁to', '▁time', ',', '▁and', '▁the']"
46,923.6598014831543,"sharp snaps of the guns that followed, fascinated him and filled him with a sense",1.0,46,19,"[15301, 5807, 2547, 310, 278, 18788, 393, 5643, 29892, 21028, 262, 630, 1075, 322, 10423, 1075, 411, 263, 4060, 310]","['▁sharp', '▁sn', 'aps', '▁of', '▁the', '▁guns', '▁that', '▁followed', ',', '▁fasc', 'in', 'ated', '▁him', '▁and', '▁filled', '▁him', '▁with', '▁a', '▁sense', '▁of']"
50,932.5125217437744,"delightful freedom. He was dominated by the carelessness of happiness, by the high indifference of joy",1.0,50,23,"[15319, 1319, 16082, 29889, 940, 471, 8022, 630, 491, 278, 2562, 2222, 2264, 310, 22722, 29892, 491, 278, 1880, 1399, 17678, 310, 15331, 29889]","['▁delight', 'ful', '▁freedom', '.', '▁He', '▁was', '▁domin', 'ated', '▁by', '▁the', '▁care', 'less', 'ness', '▁of', '▁happiness', ',', '▁by', '▁the', '▁high', '▁ind', 'ifference', '▁of', '▁joy', '.']"
22,1013.1592750549316,Good heavens! I have hit a beater!” exclaimed Sir Geoffrey,1.0,22,15,"[1346, 18420, 14200, 575, 29991, 306, 505, 7124, 263, 367, 1008, 8530, 17463, 6290, 28295, 8903, 29889]","['▁“', 'Good', '▁heav', 'ens', '!', '▁I', '▁have', '▁hit', '▁a', '▁be', 'ater', '!”', '▁exclaimed', '▁Sir', '▁Geoff', 'rey', '.']"
22,114.70937728881836,“What an ass the man was to get in,1.0,22,10,"[1346, 5618, 385, 1223, 278, 767, 471, 304, 679, 297, 4565]","['▁“', 'What', '▁an', '▁ass', '▁the', '▁man', '▁was', '▁to', '▁get', '▁in', '▁front']"
22,792.4151420593262,of the guns! Stop shooting there!” he called out,1.0,22,11,"[310, 278, 18788, 29991, 22303, 27904, 727, 8530, 540, 2000, 714, 472]","['▁of', '▁the', '▁guns', '!', '▁Stop', '▁shooting', '▁there', '!”', '▁he', '▁called', '▁out', '▁at']"
20,531.0184955596924,the top of his voice. “A man is hurt,0.9090909090909091,22,11,"[278, 2246, 310, 670, 7314, 29889, 1346, 29909, 767, 338, 21682, 3178]","['▁the', '▁top', '▁of', '▁his', '▁voice', '.', '▁“', 'A', '▁man', '▁is', '▁hurt', '.”']"
18,1474.6274948120117,"elder man laughed. “The only horrible thing in the world is ennui, Dorian. That is the one sin for which there is no forgiveness. But we are",1.0,18,37,"[450, 27008, 767, 19090, 29889, 1346, 1576, 871, 4029, 11710, 2655, 297, 278, 3186, 338, 427, 29876, 1481, 29892, 9579, 713, 29889, 2193, 338, 278, 697, 4457, 363, 607, 727, 338, 694, 18879, 20193, 29889, 1205, 591, 526, 451]","['▁The', '▁elder', '▁man', '▁laughed', '.', '▁“', 'The', '▁only', '▁hor', 'rible', '▁thing', '▁in', '▁the', '▁world', '▁is', '▁en', 'n', 'ui', ',', '▁Dor', 'ian', '.', '▁That', '▁is', '▁the', '▁one', '▁sin', '▁for', '▁which', '▁there', '▁is', '▁no', '▁forg', 'iveness', '.', '▁But', '▁we', '▁are', '▁not']"
42,1613.4417057037354,likely to suffer from it unless these fellows keep chattering about this thing at dinner. I must tell them that the subject is to be tabooed. As for omens,1.0,42,37,"[5517, 304, 8812, 515, 372, 6521, 1438, 8379, 1242, 3013, 521, 2620, 292, 1048, 445, 2655, 472, 17803, 29889, 306, 1818, 2649, 963, 393, 278, 4967, 338, 304, 367, 4434, 3634, 287, 29889, 1094, 363, 2703, 575, 29892]","['▁likely', '▁to', '▁suffer', '▁from', '▁it', '▁unless', '▁these', '▁fell', 'ows', '▁keep', '▁ch', 'atter', 'ing', '▁about', '▁this', '▁thing', '▁at', '▁dinner', '.', '▁I', '▁must', '▁tell', '▁them', '▁that', '▁the', '▁subject', '▁is', '▁to', '▁be', '▁tab', 'oo', 'ed', '.', '▁As', '▁for', '▁om', 'ens', ',']"
51,1508.1884860992432,"there is no such thing as an omen. Destiny does not send us heralds. She is too wise or too cruel for that. Besides, what on earth could",1.0,51,36,"[727, 338, 694, 1316, 2655, 408, 385, 288, 1527, 29889, 15435, 4901, 947, 451, 3638, 502, 902, 2741, 29879, 29889, 2296, 338, 2086, 19396, 470, 2086, 24116, 363, 393, 29889, 19065, 29892, 825, 373, 8437, 1033, 3799]","['▁there', '▁is', '▁no', '▁such', '▁thing', '▁as', '▁an', '▁o', 'men', '.', '▁Dest', 'iny', '▁does', '▁not', '▁send', '▁us', '▁her', 'ald', 's', '.', '▁She', '▁is', '▁too', '▁wise', '▁or', '▁too', '▁cruel', '▁for', '▁that', '.', '▁Besides', ',', '▁what', '▁on', '▁earth', '▁could', '▁happen']"
22,1043.4045791625977,"to you, Dorian? You have everything in the world that a man can want. There is no one who would not be delighted to change places with you",0.4230769230769231,52,33,"[304, 366, 29892, 9579, 713, 29973, 887, 505, 4129, 297, 278, 3186, 393, 263, 767, 508, 864, 29889, 1670, 338, 694, 697, 1058, 723, 451, 367, 15319, 287, 304, 1735, 7600, 411, 366, 3178]","['▁to', '▁you', ',', '▁Dor', 'ian', '?', '▁You', '▁have', '▁everything', '▁in', '▁the', '▁world', '▁that', '▁a', '▁man', '▁can', '▁want', '.', '▁There', '▁is', '▁no', '▁one', '▁who', '▁would', '▁not', '▁be', '▁delight', 'ed', '▁to', '▁change', '▁places', '▁with', '▁you', '.”']"
18,1092.470645904541,"There is no one with whom I would not change places, Harry. Don’t laugh like that. I am telling",1.0,18,24,"[1346, 8439, 338, 694, 697, 411, 6029, 306, 723, 451, 1735, 7600, 29892, 10686, 29889, 3872, 30010, 29873, 10569, 763, 393, 29889, 306, 626, 14509, 366]","['▁“', 'There', '▁is', '▁no', '▁one', '▁with', '▁whom', '▁I', '▁would', '▁not', '▁change', '▁places', ',', '▁Harry', '.', '▁Don', '’', 't', '▁laugh', '▁like', '▁that', '.', '▁I', '▁am', '▁telling', '▁you']"
50,1810.9376430511475,the truth. The wretched peasant who has just died is better off than I am. I have no terror,1.0,50,24,"[278, 8760, 29889, 450, 281, 10301, 287, 1236, 13186, 1058, 756, 925, 6423, 338, 2253, 1283, 1135, 306, 626, 29889, 306, 505, 694, 15115, 310]","['▁the', '▁truth', '.', '▁The', '▁w', 'retch', 'ed', '▁pe', 'asant', '▁who', '▁has', '▁just', '▁died', '▁is', '▁better', '▁off', '▁than', '▁I', '▁am', '.', '▁I', '▁have', '▁no', '▁terror', '▁of']"
42,1848.3984470367432,death. It is the coming of death that terrifies me. Its monstrous wings seem to wheel in the leaden,1.0,42,26,"[4892, 29889, 739, 338, 278, 6421, 310, 4892, 393, 1935, 9710, 583, 592, 29889, 8011, 1601, 710, 681, 24745, 2833, 304, 18875, 297, 278, 3275, 264, 4799]","['▁death', '.', '▁It', '▁is', '▁the', '▁coming', '▁of', '▁death', '▁that', '▁ter', 'rif', 'ies', '▁me', '.', '▁Its', '▁mon', 'str', 'ous', '▁wings', '▁seem', '▁to', '▁wheel', '▁in', '▁the', '▁lead', 'en', '▁air']"
18,1091.9032096862793,"around me. Good heavens! don’t you see a man moving behind the trees there, watching me, waiting for me",1.0,18,26,"[2820, 592, 29889, 7197, 14200, 575, 29991, 1016, 30010, 29873, 366, 1074, 263, 767, 8401, 5742, 278, 10697, 727, 29892, 21217, 592, 29892, 10534, 363, 592, 6677]","['▁around', '▁me', '.', '▁Good', '▁heav', 'ens', '!', '▁don', '’', 't', '▁you', '▁see', '▁a', '▁man', '▁moving', '▁behind', '▁the', '▁trees', '▁there', ',', '▁watching', '▁me', ',', '▁waiting', '▁for', '▁me', '?”']"
22,756.7620277404785,"Henry looked in the direction in which the trembling gloved hand was pointing. “Yes,”",1.0,22,19,"[6171, 6498, 5148, 297, 278, 5305, 297, 607, 278, 14586, 21435, 15482, 1490, 1361, 471, 13330, 29889, 1346, 8241, 3995, 540]","['▁Lord', '▁Henry', '▁looked', '▁in', '▁the', '▁direction', '▁in', '▁which', '▁the', '▁trem', 'bling', '▁glo', 'ved', '▁hand', '▁was', '▁pointing', '.', '▁“', 'Yes', ',”', '▁he']"
22,1317.1133995056152,"said, smiling, “I see the gardener waiting for you. I suppose he wants to ask",1.0,22,21,"[1497, 29892, 1560, 6504, 29892, 1346, 29902, 1074, 278, 17161, 759, 10534, 363, 366, 29889, 306, 7755, 540, 10753, 304, 2244, 366]","['▁said', ',', '▁sm', 'iling', ',', '▁“', 'I', '▁see', '▁the', '▁gard', 'ener', '▁waiting', '▁for', '▁you', '.', '▁I', '▁suppose', '▁he', '▁wants', '▁to', '▁ask', '▁you']"
44,1018.8159942626953,"what flowers you wish to have on the table to-night. How absurdly nervous you are,",1.0,44,22,"[825, 18281, 366, 6398, 304, 505, 373, 278, 1591, 304, 29899, 11147, 29889, 1128, 6425, 18245, 368, 23547, 681, 366, 526, 29892, 590]","['▁what', '▁flowers', '▁you', '▁wish', '▁to', '▁have', '▁on', '▁the', '▁table', '▁to', '-', 'night', '.', '▁How', '▁abs', 'urd', 'ly', '▁nerv', 'ous', '▁you', '▁are', ',', '▁my']"
20,1256.2892436981201,"dear fellow! You must come and see my doctor, when we get back to town",0.425531914893617,47,17,"[9425, 10404, 29991, 887, 1818, 2041, 322, 1074, 590, 11619, 29892, 746, 591, 679, 1250, 304, 4726, 3178]","['▁dear', '▁fellow', '!', '▁You', '▁must', '▁come', '▁and', '▁see', '▁my', '▁doctor', ',', '▁when', '▁we', '▁get', '▁back', '▁to', '▁town', '.”']"
2,270.65062522888184,“How fond women are of doing dangerous things!” laughed,1.0,2,11,"[1346, 5328, 6299, 5866, 526, 310, 2599, 18215, 2712, 8530, 19090, 6171]","['▁“', 'How', '▁fond', '▁women', '▁are', '▁of', '▁doing', '▁dangerous', '▁things', '!”', '▁laughed', '▁Lord']"
24,1134.4473361968994,Henry. “It is one of the qualities in them,1.0,24,12,"[6498, 29889, 1346, 3112, 338, 697, 310, 278, 4021, 1907, 297, 963, 393]","['▁Henry', '.', '▁“', 'It', '▁is', '▁one', '▁of', '▁the', '▁qual', 'ities', '▁in', '▁them', '▁that']"
55,1101.7303466796875,I admire most. A woman will flirt with anybody,1.0,55,12,"[306, 7336, 533, 1556, 29889, 319, 6114, 674, 1652, 2728, 411, 16357, 297]","['▁I', '▁adm', 'ire', '▁most', '.', '▁A', '▁woman', '▁will', '▁fl', 'irt', '▁with', '▁anybody', '▁in']"
26,1198.1849670410156,the world as long as other people are looking on,0.33766233766233766,77,10,"[278, 3186, 408, 1472, 408, 916, 2305, 526, 3063, 373, 3178]","['▁the', '▁world', '▁as', '▁long', '▁as', '▁other', '▁people', '▁are', '▁looking', '▁on', '.”']"
51,521.8307971954346,ian started to his feet. A terrible,1.0,51,8,"[9579, 713, 4687, 304, 670, 6900, 29889, 319, 16403, 4966]","['▁Dor', 'ian', '▁started', '▁to', '▁his', '▁feet', '.', '▁A', '▁terrible', '▁hope']"
48,1066.7645931243896,fluttered past him. He clutched at,1.0,48,10,"[20287, 287, 4940, 1075, 29889, 940, 1067, 10519, 287, 472, 372]","['▁flutter', 'ed', '▁past', '▁him', '.', '▁He', '▁cl', 'utch', 'ed', '▁at', '▁it']"
22,779.0677547454834,madly. “Where is the body?” he exclaimed,1.0,22,11,"[10395, 368, 29889, 1346, 11921, 338, 278, 3573, 6677, 540, 17463, 29889]","['▁mad', 'ly', '.', '▁“', 'Where', '▁is', '▁the', '▁body', '?”', '▁he', '▁exclaimed', '.']"
20,515.5560970306396,“Quick! I must see it at once,1.0,20,10,"[1346, 2182, 860, 29991, 306, 1818, 1074, 372, 472, 2748, 3178]","['▁“', 'Qu', 'ick', '!', '▁I', '▁must', '▁see', '▁it', '▁at', '▁once', '.”']"
1,657.75465965271,“There is no use your telling me that,1.0,1,9,"[1346, 8439, 338, 694, 671, 596, 14509, 592, 393, 366]","['▁“', 'There', '▁is', '▁no', '▁use', '▁your', '▁telling', '▁me', '▁that', '▁you']"
28,954.5478820800781,"are going to be good,” cried Lord Henry, di",1.0,28,11,"[526, 2675, 304, 367, 1781, 3995, 10680, 6171, 6498, 29892, 652, 3262]","['▁are', '▁going', '▁to', '▁be', '▁good', ',”', '▁cried', '▁Lord', '▁Henry', ',', '▁di', 'pping']"
64,1008.0435276031494,his white fingers into a red copper bowl,0.9552238805970149,67,10,"[670, 4796, 23915, 964, 263, 2654, 1302, 2496, 12580, 29880, 10423]","['▁his', '▁white', '▁fingers', '▁into', '▁a', '▁red', '▁co', 'pper', '▁bow', 'l', '▁filled']"
