line_no,Ent,en,vi,tr,es
99,,"It is very unlucky; but as I have actually paid the visit, we cannot escape the acquaintance now.”","Thật là vô phúc, nhưng vì tôi đã gặp anh ta, bây giờ chúng ta không thể tránh khỏi mối quen biết này.",Büyük şanssızlık; ama gittiğime göre artık tanışmıyormuş gibi yapamayız.,"¡Mala suerte! Pero como ya le he visitado, no podemos renunciar a su amistad ahora."
100,,"The astonishment of the ladies was just what he wished—that of ms Bennet perhaps surpassing the rest; though when the first tumult of joy was over, she began to declare that it was what she had expected all the while.","Sự kinh ngạc của các cô gái chính là điều mà ông mong muốn; riêng bà Bennet còn kinh ngạc hơn cả các cô con gái, tuy nhiên sau những khoảnh khắc xáo động là niềm vui; bà cho rằng đấy là việc bà vẫn hằng mong muốn.",Hanımların şaşkınlığı tam istediği gibiydi; hatta Mrs Bennet'ınki diğerlerini geçti; yine de ilk neşe dalgası durulurken Mrs Bennet bunu baştan beri beklediğini söylemeye başladı.,"El asombro de las señoras fue precisamente el que él deseaba; quizás el de la señora Bennet sobrepasara al resto; aunque una vez acabado el alboroto que produjo la alegría, declaró que en el fondo era lo que ella siempre había figurado."
101,"['mr bennet', 'bennet']","“How good it was in you, my dear mr Bennet!","- Ông Bennet yêu dấu, ông tốt bụng làm sao!","""Ne kadar iyisin, sevgili Mr Bennet! Ama seni sonunda ikna edeceğimi biliyordum.","––¡Mi querido señor Bennet, que bueno eres!"
102,,But I knew I should persuade you at last.,Nhưng tôi biết cuối cùng tôi vẫn phải thuyết phục ông.,"""Ne kadar iyisin, sevgili Mr Bennet! Ama seni sonunda ikna edeceğimi biliyordum.",Pero sabía que al final te convencería.
103,,I was sure you loved your girls too well to neglect such an acquaintance.,"Tôi biết rõ ông rất thương các con, nên ông không thể bỏ qua mối quen biết như thế này.",Kızlarını böyle bir tanışıklığı ihmal edemeyecek kadar sevdiğinden emindim.,Estaba segura de que quieres lo bastante a tus hijas como para no descuidar este asunto.
104,,"Well, how pleased I am!",Thật là tôi vui quá!,Valla nasıl memnun oldum!,¡Qué contenta estoy!
105,,"And it is such a good joke, too, that you should have gone this morning, and never said a word about it till now.”","Kể ra ông đùa như sáng nay cũng hay, ông đi mà không nói một lời nào cho đến tận bây giờ.","Ayrıca çok da iyi bir şaka, sen bu sabah git, ama bu saate kadar tek kelime etme.","¡Y qué broma tan graciosa, que hayas ido esta mañana y no nos hayas dicho nada hasta ahora!"
106,,"“Now, Kitty, you may cough as much as you choose,” said mr Bennet; and, as he spoke, he left the room, fatigued with the raptures of his wife.","Ông Bennet quay qua Kitty và nói: - Kitty, bây giờ con có thể ho tùy thích. Ông vừa nói vừa bước ra khỏi phòng, cảm thấy mệt mỏi vì những lời phấn khích của bà vợ.","""Hadi bakalım, Kitty, şimdi istediğin kadar öksürebilirsin,"" dedi Mr Bennet; bunları derken odadan çıktı, karısının coşkusundan bitap düşmüş halde.","––Ahora, Kitty, ya puedes toser cuanto quieras ––dijo el señor Bennet; y salió del cuarto fatigado por el entusiasmo de su mujer."
107,,"“What an excellent father you have, girls,” said she, when the door was shut.","Khi cánh của phòng đã đóng lại, bà bảo các con: - Thấy không, các con có một người cha tuyệt vời.","""Ne muazzam bir babanız var, kızlar,"" dedi Mrs Bennet, kapı kapandığı zaman.","––¡Qué padre más excelente tenéis, hijas! ––dijo ella una vez cerrada la puerta––."
108,,"“I do not know how you will ever make him amends for his kindness; or me either, for that matter.","Mẹ không hiểu các con sẽ đền đáp tấm lòng chăm lo của bố các con ra sao, ngay ngay cả mẹ cũng không biết.","""Emeklerini nasıl ödeyeceksiniz bilmiyorum, hatta benim emeklerimi.","No sé cómo podréis agradecerle alguna vez su amabilidad, ni yo tampoco, en lo que a esto se refiere."
109,,"At our time of life, it is not so pleasant, I can tell you, to be making new acquaintances every day; but for your sakes we would do anything.","Mẹ không ngại cho các con biết, với tuổi bố mẹ bây giờ tạo mối quen biết mới mỗi ngày thì không lấy gì làm dễ chịu, nhưng bố mẹ sẵn lòng làm tất cả mọi chuyện vì các con.",Bizim yaşımızda her gün yeni biriyle tanışmak insana pek hoş gelmez; ama sizin hatırınız için herşeyi yaparız.,"A estas alturas, os aseguro que no es agradable hacer nuevas amistades todos los días. Pero por vosotras haríamos cualquier cosa."
110,,"Lydia, my love, though you are the youngest, I dare say mr Bingley will dance with you at the next ball.”","Lydia, mặc dù con là con út, nhưng mẹ tin chắc cậu Bingley sẽ khiêu vũ với con trong buổi dạ vũ sắp tới.","Lydia, tatlım, sen en küçüklerisin ama, bence Mr Bingley ilk baloda seninle dans edecek.","Lydia, cariño, aunque eres la más joven, apostaría a que el señor Bingley bailará contigo en el próximo baile."
111,,"“Oh,” said Lydia, stoutly, “I am not afraid; for though I am the youngest, I’m the tallest.”",Lydia nói cứng cỏi: - Con không sợ. Tuy con là út nhưng con cao hơn các chị.,"""Yo!"" dedi Lydia, gözüpeklikle, ""ben korkmuyorum; en küçükleri olabilirim, ama en uzunlarıyım.","––Estoy tranquila ––dijo Lydia firmemente––, porque aunque soy la más joven, soy la más alta."
112,,"The rest of the evening was spent in conjecturing how soon he would return mr Bennet’s visit, and determining when they should ask him to dinner.","Và trong cả buổi tối còn lại họ thi nhau phỏng đoán khi nào Mr Bingley sẽ đến thăm ông Bennet để đáp lễ, và bàn bạc nhau bao giờ thì có thể mời anh đến dùng bữa tối.",Akşamın sonraki saatleri Mr Bingley'nin ziyareti ne zaman iade edeceğini tahmin etmekle ve onu ne zaman yemeğe davet edebileceklerine karar vermekle geçirildi.,"El resto de la tarde se lo pasaron haciendo conjeturas sobre si el señor Bingley devolvería pronto su visita al señor Bennet, y determinando cuándo podrían invitarle a cenar."
113,,CHAPTER III.,Chương 3,Bölüm III,CAPÍTULO III
114,,"NOT all that ms Bennet, however, with the assistance of her five daughters, could ask on the subject, was sufficient to draw from her husband any satisfactory description of mr Bingley.","Tuy thế, qua ông chồng bà Bennet không thể biết được gì nhiều về Mr Bingley, ngay cả với sự trợ giúp của năm cô con gái.",Mrs Bennet beş kızıyla birlikte ne kadar sıkıştırdıysa da kocasından Mr Bingley'nin tatmin edici bir tarifini almayı beceremedi.,"Por más que la señora Bennet, con la ayuda de sus hijas, preguntase sobre el tema, no conseguía sacarle a su marido ninguna descripción satisfactoria del señor Bingley."
115,,"They attacked him in various ways, with barefaced questions, ingenious suppositions, and distant surmises; but he eluded the skill of them all; and they were at last obliged to accept the second-hand intelligence of their neighbour, Lady Lucas.","Họ hỏi han ông đủ mọi cách, với mọi câu hỏi, mọi phỏng đoán thần kì, mọi giả định mơ hồ, nhưng ông đều né tránh tất cả. Cuối cùng họ đành phải chấp nhận thông tin gián tiếp từ bà hàng xóm Lucas.","Adamcağıza her yandan saldırdılar, arsız sorularla, kurnaz tahminlerle, uzak imalarla, ama o bu girişimlerin hepsini savuşturdu; onlar da sonunda komşuları Lady Lucas'ın ikinci elden edindiği bilgiyle yetinmek zorunda kaldılar.","Le atacaron de varias maneras: con preguntas clarísimas, suposiciones ingeniosas, y con indirectas; pero por muy hábiles que fueran, él las eludía todas. Y al final se vieron obligadas a aceptar la información de segunda mano de su vecina lady Lucas."
118,,"He was quite young, wonderfully handsome, extremely agreeable, and, to crown the whole, he meant to be at the next assembly with a large party.","Ngài William đặc biệt có cảm tình với Mr Bingley. Anh là một thanh niên còn khá trẻ, rất đẹp trai và vô cùng dễ mến, và nhất là anh định dẫn theo rất nhiều người đến tham gia buổi dạ vũ.","Gayet genç, harikulade yakışıklı, son derece sevimliydi ve, bunları taçlandırırcasına, ilk baloya geniş bir arkadaş grubuyla katılmak niyetindeydi.","Era joven, guapísimo, extremadamente agradable y para colmo pensaba asistir al próximo baile con un grupo de amigos."
119,,Nothing could be more delightful!,Không có gì có thể tuyệt hơn.,Daha sevindirici bir şey olamazdı!,No podía haber nada mejor.
120,,To be fond of dancing was a certain step towards falling in love; and very lively hopes of mr Bingley’s heart were entertained.,"Ý thích khiêu vũ là bước đầu tiến đến một cuộc tình, thế là ai nấy tha hồ kì vọng vào con tim anh.",Dansı sevmek aşık olma yolunda önemli bir adımdı; Mr Bingley'nin kalbi için keyifli umutlar beslendi.,El que fuese aficionado al baile era verdaderamente una ventaja a la hora de enamorarse; y así se despertaron vivas esperanzas para conseguir el corazón del señor Bingley.
121,,"“If I can but see one of my daughters happily settled at Netherfield,” said ms Bennet to her husband, “and all the others equally well married, I shall have nothing to wish for.”","Bà Bennet bảo chồng: - Nếu tôi chỉ cần thấy một đứa con gái có cuộc sống hạnh phúc ở Netherfield, thêm bốn đứa kia đều có mối lương duyên tương tự, thì tôi không còn ước ao điều gì nữa.","""Kızlarımdan birinin Netherfield'e şöyle mutlu mutlu yerleştiğini görebilsem,"" dedi Mrs Bennet kocasına, ""bir de ötekiler öyle iyi evlilikler yapsalar, dünyada başka hiçbir şey istemem.","––Si pudiera ver a una de mis hijas viviendo felizmente en Netherfield, y a las otras igual de bien casadas, ya no desearía más en la vida––dijo la señora Bennet a su marido."
122,,"In a few days mr Bingley returned mr Bennet’s visit, and sat about ten minutes with him in his library.","Vài ngày sau, Bingley đáp lễ chuyến thăm viếng của ông Bennet, và trong mười phút ngồi cùng ông trong phòng đọc sách, anh hy vọng được phép gặp các cô gái, mà anh đã nghe người khác ca ngợi về vẻ đẹp của các cô, nhưng anh chỉ gặp được ông bố.",Birkaç gün içinde Mr Bingley Mr Bennet'ın ziyaretine karşılık verdi ve onunla kütüphanede on dakika kadar oturdu.,"Pocos días después, el señor Bingley le devolvió la visita al señor Bennet y pasó con él diez minutos en su biblioteca."
123,,"He had entertained hopes of being admitted to a sight of the young ladies, of whose beauty he had heard much; but he saw only the father.","Vài ngày sau, Bingley đáp lễ chuyến thăm viếng của ông Bennet, và trong mười phút ngồi cùng ông trong phòng đọc sách, anh hy vọng được phép gặp các cô gái, mà anh đã nghe người khác ca ngợi về vẻ đẹp của các cô, nhưng anh chỉ gặp được ông bố.","Güzelliklerini işittiği genç hanımların huzuruna kabul edileceğini umut etmişti, ama sadece babayı görebildi.",Él había abrigado la esperanza de que se le permitiese ver a las muchachas de cuya belleza había oído hablar mucho; pero no vio más que al padre.
124,,"The ladies were somewhat more fortunate, for they had the advantage of ascertaining, from an upper window, that he wore a blue coat and rode a black horse.","Các cô thì may mắn hơn, vì có thể quan sát anh từ của sổ tầng trên, thấy anh mặc một áo choàng màu lam và cưỡi một con ngựa ô.","Hanımlar biraz daha şanslıydılar; üst kat penceresinden, mavi bir ceket giydiğini ve siyah bir ata bindiğini görme imkânı buldular.","Las señoras fueron un poco más afortunadas, porque tuvieron la ventaja de poder comprobar desde una ventana alta que el señor Bingley llevaba un abrigo azul y montaba un caballo negro."
125,"['mrs bennet', 'bennet', 'señora bennet']","An invitation to dinner was soon afterwards despatched; and already had ms Bennet planned the courses that were to do credit to her housekeeping, when an answer arrived which deferred it all.","Sau đấy là lời mời dùng bữa tối, và bà Bennet vội sắp đặt nhiều việc trước khi nhận được lời đáp.",Yemek daveti hemen sonra kendisine iletildi; Mrs Bennet evsahibeliğine itibar kazandıracak yemekler tasarlamaya başlamıştı ki hepsini erteleyen bir cevap geldi.,"Poco después le enviaron una invitación para que fuese a cenar. Y cuando la señora Bennet tenía ya planeados los manjares que darían crédito de su buen hacer de ama de casa, recibieron una respuesta que echaba todo a perder."
