line_no,Ent,en,vi,tr,es
70,,"We went tiptoeing along a path amongst the trees back towards the end of the widow’s garden, stooping down so as the branches wouldn’t scrape our heads.","Hai đứa chúng tôi nhón chân đi men theo con đường nhỏ dưới lùm cây phía góc vườn của bà goá, và cứ phải cúi lom khom để đầu khỏi đụng vào cành cây.","Dul bayanın bahçesinden çıkmak için ağaçların arasından arka tarafa dolanan bir patikaya daldık, kafamız dallara takılıp sıyrılmasın diye eğile eğile, ses çıkarmamak için parmak uçlarımıza basa basa gidiyorduk.","FUIMOS DE PUNTILLAS por un sendero entre los árboles que había hacia el final del jardín de la viuda, inclinándonos para que no nos dieran las ramas en la cabeza."
71,,When we was passing by the kitchen I fell over a root and made a noise.,"Lúc đi qua cửa bếp, tôi vấp phải cái rễ cây nên có tiếng động.","Mutfağın oradan geçerken bir köke takıldım, biraz gürültü çıktı.",Cuando pasábamos junto a la cocina me tropecé con una raíz e hice un ruido.
72,,We scrouched down and laid still.,Hai đứa vội nằm rạp người xuống đất im thít.,Hemen çömeldik ve hiç kıpırdamadan durduk.,Nos agachamos y nos quedamos callados.
73,,"Miss Watson’s big nigger, named Jim, was setting in the kitchen door; we could see him pretty clear, because there was a light behind him.","Anh da đen to lớn làm việc cho cô Watson, tên Jim, lúc đó đang ngồi ở cửa bếp. Chúng tôi có thể nhìn thấy Jim rất rõ, vì sau lưng hắn có ánh đèn.",Bayan Watson’ın Jim adlı irikıyım zenci kölesi mutfak kapısının eşiğine oturmuştu; arkasından ışık vurduğu için onu açık seçik görebiliyorduk.,"El negro grande de la señorita Watson, que se llamaba Jim, estaba sentado a la puerta de la cocina; lo veíamos muy claro porque tenía la luz de espaldas."
74,,"He got up and stretched his neck out about a minute, listening.","Nghe thấy động, Jim choàng dậy, thò cổ ra ngoài nghe ngóng một lúc rồi lên tiếng hỏi:",Ayağa kalktı ve bir süre boynunu uzatarak etrafı dinledi.,"Se levantó, alargó el cuello un minuto escuchando y después dijo:"
76,,“Who dah?”,- Ai đấy?,“Kim vağ oğda?,—¿Quién es?
77,,"He listened some more; then he come tiptoeing down and stood right between us; we could a touched him, nearly.","Nghe một lát không thấy gì, hắn kiễng chân nhè nhẹ đi xuống đứng ngay ở giữa hai đứa chúng tôi. Chỉ giơ tay với ta chúng tôi có thể chạm đến người hắn.","Biraz daha dinledi; sonra parmak uçlarına basarak geldi ve tam ikimizin arasında durdu, uzansak ona dokunabilirdik, o derece yani.",Se quedó escuchando un rato; después salió de puntillas y se puso entre los dos; casi podríamos haberlo tocado.
78,,"Well, likely it was minutes and minutes that there warn’t a sound, and we all there so close together.","Lâu lắm, hình như qua đến mấy phút không có lấy một tiếng động nhỏ nào, mà cả ba người thì ở ngay sát cạnh nhau như thế.",Çıt çıkmadan belki dakikalarca üçümüz öyle dip dibe kaldık.,"Bueno, apuesto a que pasaron minutos y minutos sin que se oyera un ruido, aunque estábamos muy juntos."
79,,"There was a place on my ankle that got to itching, but I dasn’t scratch it; and then my ear begun to itch; and next my back, right between my shoulders.","Lúc đó, cổ chân tôi thấy ngứa, rồi đến lưng, ngay ở chỗ giữa hai bả vai.","Ayak bileğimin orada bir yer kaşınmaya başladı, ama riske girip kaşıyamıyordum bir türlü, derken kulağım kaşınmaya başladı; ardından sırtımda, kürek kemiklerimin tam ortasında bir kaşıntı peyda oldu.","Me empezó a picar un tobillo, pero no me atrevía a rascármelo, y después me empezó a picar una oreja, y después la espalda, justo entre los hombros."
80,,Seemed like I’d die if I couldn’t scratch.,Tưởng như lúc đó mà không được gãi thì chết mất.,Kaşımazsam oracıkta can verecektim adeta.,Creí que me iba a morir si no me rascaba.
81,,"Well, I’ve noticed that thing plenty times since.",Tưởng như lúc đó mà không được gãi thì chết mất.,Daha önce de pek çok kez başıma böyle şeyler gelmişti.,Desde entonces lo he notado muchas veces.
83,['jim'],Pretty soon Jim says:,"Ngay lúc đó, Jim lên tiếng hỏi:",Biraz sonra Jim yine seslendi:,Y en seguida va Jim y dice:
84,,"“Say, who is you?","- Này, ái thế, ở chỗ nào đấy?",“Kim vağ oğda?,"—Eh, ¿quién es? ¿Dónde estás?"
85,,Whar is you?,"- Này, ái thế, ở chỗ nào đấy?",Neğdesin?,"—Eh, ¿quién es? ¿Dónde estás?"
86,,Dog my cats ef I didn’ hear sumf’n.,"Quái thật, rõ ràng mình nghe thấy có tiếng gì ở đây mà.","Eğeğ biğ şey duymadıysam, ne oliim.",Que me muera si no he oído algo.
87,,"Well, I know what I’s gwyne to do: I’s gwyne to set down here and listen tell I hears it agin.”","Thôi được, tôi đã có cách, tôi cứ ngồi ở đây cho đến lúc nào tôi nghe thấy có tiếng động nữa mới thôi.","Tamam, ben biliyoğum ne yapacağımı. Biğ daha duymak için buğada otuğup bekleyeceğim.","Bueno, ya sé lo que voy a hacer: voy a quedarme aquí sentado escuchando a ver si lo vuelvo a oír."
89,,"He leaned his back up against a tree, and stretched his legs out till one of them most touched one of mine.","Nói thế rồi hắn ngồi phệt ngay xuống đất, giữa chỗ tôi và thằng Tom. Hắn dựa lưng vào thân cây, duỗi thẳng hai chân ra, suýt nữa thì chân hắn đụng phải tôi.",Sırtını bir ağaca dayadı ve ayaklarını öyle bir uzattı ki neredeyse benim ayaklarımdan birine değecekti.,Se apoyó de espaldas en un árbol y estiró las piernas hasta que casi me tocó con una de ellas.
90,,My nose begun to itch.,Mũi tôi lại bắt đầu thấy ngứa.,Burnum kaşınmaya başladı.,Me empezó a picar la nariz.
91,,It itched till the tears come into my eyes.,Mũi tôi lại bắt đầu thấy ngứa.,O kadar kaşındı ki gözlerim yaşardı.,Me picaba tanto que se me saltaban las lágrimas.
92,,But I dasn’t scratch.,Mũi tôi lại bắt đầu thấy ngứa.,Ama cesaret edip de kaşıyamıyordum bir türlü.,Pero no me atrevía a rascarme.
93,,Then it begun to itch on the inside.,Mũi tôi lại bắt đầu thấy ngứa.,Sonra burnumun içinden bir kaşıntı başladı.,Después me empezó a picar por dentro.
94,,Next I got to itching underneath.,Mũi tôi lại bắt đầu thấy ngứa.,Derken bir baktım alt taraflarım kaşınıyor.,Luego por abajo.
95,,I didn’t know how I was going to set still.,Mũi tôi lại bắt đầu thấy ngứa.,Hiç kıpırdamadan durmaya nasıl devam edeceğimi bilemiyordum.,No sabía cómo seguir sentado sin hacer nada.
96,,This miserableness went on as much as six or seven minutes; but it seemed a sight longer than that.,Cái tội nợ ấy nó kéo dài đến sáu bảy phút và hình như còn lâu hơn thế nữa.,Bu çile herhalde altı-yedi dakika devam etmiştir; ama bana çok daha uzun geldi.,"Aquella tortura duró por lo menos seis o siete minutos, pero pareció mucho más."
97,,I was itching in eleven different places now.,Bây giờ thì trong người tôi ngứa ran lên cả thảy đến mười một chỗ.,Artık on bir farklı yerim kaşınıyordu.,Ahora ya me picaba en once sitios distintos.
98,,"I reckoned I couldn’t stand it more’n a minute longer, but I set my teeth hard and got ready to try.","Tôi tính có lẽ không thể chịu được như vậy đến một phút nữa đâu, nhưng tôi vẫn cứ cắn chắc răng và sẵn sàng chịu đựng.","Bir dakika daha dayanamayacak gibiydim, ama dişimi sıktım ve biraz daha dayanmaya hazırlandım.","Pensé que no podía aguantar ni un minuto más, pero apreté los dientes y me preparé para intentarlo."
99,,Just then Jim begun to breathe heavy; next he begun to snore—and then I was pretty soon comfortable again.,"Vừa lúc ấy, tiếng Jim thở hổn hển, rồi sau đó là tiếng hắn ngáy. Người tôi lập tức trở lại dễ chịu ngay.",Tam o sırada Jim’in soluk alıp verişi ağırlaştı; ardından horlamaya başladı – ben de bunun üzerine rahat rahat kaşındım.,"Justo entonces Jim empezó a respirar de forma muy regular, y en seguida me sentí cómodo otra vez."
100,['tom'],Tom he made a sign to me—kind of a little noise with his mouth—and we went creeping away on our hands and knees.,Thằng Tom ra hiệu cho tôi và tôi làm hiệu bằng cách khe khẽ hắng lên một tiếng. Hai đứa chúng tôi lại bò đi.,Tom bana bir işaret çaktı –ağzıyla usulca bir ses çıkardı-sonra da ellerimizin ve dizlerimizin üstünde emekle emekleye uzaklaşmaya koyulduk.,Tom me hizo una señal —una especie de ruidito con la boca— y nos fuimos arrastrando a gatas.
101,,"When we was ten foot off Tom whispered to me, and wanted to tie Jim to the tree for fun.","Ra khỏi chỗ đó độ mười bước, thằng Tom nói thầm vào tai tôi rằng nó muốn trói Jim vào thân cây, đùa một tí cho vui, nhưng tôi bảo đừng, nhỡ thức dậy làm oang lên thì lúc đó trong nhà họ sẽ biết là tôi không có mặt trong ấy.","Üç-dört metre uzaklaştıktan sonra Tom eğlence olsun diye Jim’i ağaca bağlamak istediğini fısıldadı; ama ben, hayır; dedim; uyanıp patırtı çıkarabilirdi ve benim içeride olmadığımı anlarlardı.","Cuando estábamos a unos diez pies, Tom me susurró que sería divertido dejar atado a Jim al árbol."
103,['tom'],"Then Tom said he hadn’t got candles enough, and he would slip in the kitchen and get some more.","Thằng Tom lại nói là không có đèn nến gì cả, nó muốn mò vào trong bếp kiếm mấy cây nến.",Sonra Tom yanında yeterince mum olmadığını söyledi ve sessizce mutfağa girip biraz daha almayı önerdi.,Tom dijo que no tenía suficientes velas y que iba a meterse en la cocina a buscar más.
105,,I said Jim might wake up and come.,"Tôi không muốn cho nó như vậy, tôi bảo nhỡ Jim hắn tỉnh dậy chạy vào thì sao.",Jim’in uyanıp gelebileceğini söyledim.,Dije que Jim podría despertarse y entrar.
106,,"But Tom wanted to resk it; so we slid in there and got three candles, and Tom laid five cents on the table for pay.","Nhưng thằng Tom nhất định cứ muốn liều; thế là chúng tôi mò vào nhặt ba cây nến, rồi Tom để lại năm xu trên bàn để trả tiền nến.",Ama Tom tehlikeyi göze almak istiyordu; böylece içeri süzüldük ve üç mum aldık. Tom mumlar için masanın üstüne beş sent bıraktı.,"Pero Tom prefería arriesgarse, así que entramos gateando y sacamos tres velas, y Tom dejó cinco centavos en la mesa para pagarlas."
107,,"Then we got out, and I was in a sweat to get away; but nothing would do Tom but he must crawl to where Jim was, on his hands and knees, and play something on him.","Rồi chúng tôi bước ra, tôi thì nóng ruột muốn chạy biến đi ngay, nhưng không hiểu tại sao thằng Tom lại bò trở lại chỗ Jim, thấy nó cúi lom khom như đang nghịch ngợm cái gì ở phía trên đầu Jim. Tôi phải chờ một lúc khá lâu.","Dışarı çıktığımızda bir an önce uzaklaşmak istedim, ama Tom’u durdurmak mümkün değildi. Ellerinin ve dizlerinin üstünde emekleyerek Jim’in olduğu yere gidip ona bir şeyler yaptı.","Después salimos, y yo estaba muerto de ganas de que no fuéramos, pero Tom estaba empeñado en que antes tenía que ir a gatas adonde estaba Jim y gastarle una broma."
109,['tom'],"As soon as Tom was back we cut along the path, around the garden fence, and by-and-by fetched up on the steep top of the hill the other side of the house.","Chờ thằng Tom quay lại, chúng tôi chạy theo con đường nhỏ vòng cái hàng rào ỏ quanh vườn, rồi lát sau chạy lên cái dốc ở trên đồi phía bên kia nhà.","Tom geri döner dönmez yola koyulduk, bahçenin çitini dolandık, ardından evin öbür tarafındaki tepenin dik doruğuna kadar tırmandık.","En cuanto volvió Tom nos echamos a correr por el sendero, dimos la vuelta a la valla y por fin llegamos a la cima del cerro al otro lado de la casa."
110,,"Tom said he slipped Jim’s hat off of his head and hung it on a limb right over him, and Jim stirred a little, but he didn’t wake.","Thằng Tom nói là nó đã nhấc cái mũ ở trên đầu Jim và mắc lên cành cây ngay ở phía trên chỗ hắn ngủ, Jim có cựa quậy một tí nhưng vẫn không tỉnh dậy.","Tom bana Jim’in şapkasını başından çıkardığını ve hemen tepesindeki bir dala astığını söyledi. Jim birazcık kımıldanmış, ama uyanmamış.","Tom dijo que le había quitado a Jim el sombrero y se lo había dejado colgado en una rama encima de la cabeza, y que Jim se había movido un poco, pero no se había despertado."
